epoch,learning_rate_step,loss_step,lr-AdamW,step
,,,2.9185850380609762e-06,49
0,2.918585096267634e-06,0.02256467007100582,,49
,,,2.9185850380609762e-06,99
0,2.918585096267634e-06,0.02304781600832939,,99
,,,2.9185850380609762e-06,149
0,2.918585096267634e-06,0.025484925135970116,,149
,,,2.9185850380609762e-06,199
0,2.918585096267634e-06,0.024465078487992287,,199
,,,2.9185850380609762e-06,249
0,2.918585096267634e-06,0.023350173607468605,,249
,,,2.9185850380609762e-06,299
0,2.918585096267634e-06,0.020090384408831596,,299
,,,2.9185850380609762e-06,349
0,2.918585096267634e-06,0.024997230619192123,,349
,,,2.9185850380609762e-06,399
0,2.918585096267634e-06,0.024465316906571388,,399
,,,2.9185850380609762e-06,449
0,2.918585096267634e-06,0.022083451971411705,,449
,,,2.9185850380609762e-06,499
0,2.918585096267634e-06,0.02559259533882141,,499
,,,2.9185850380609762e-06,549
0,2.918585096267634e-06,0.024612847715616226,,549
,,,2.9185850380609762e-06,599
0,2.918585096267634e-06,0.025332560762763023,,599
,,,2.9185850380609762e-06,649
0,2.918585096267634e-06,0.026086097583174706,,649
,,,2.9185850380609762e-06,699
0,2.918585096267634e-06,0.023968789726495743,,699
,,,2.9185850380609762e-06,749
0,2.918585096267634e-06,0.02784222736954689,,749
,,,2.9185850380609762e-06,799
0,2.918585096267634e-06,0.024974828585982323,,799
,,,2.9185850380609762e-06,849
0,2.918585096267634e-06,0.02234170399606228,,849
,,,2.9185850380609762e-06,899
0,2.918585096267634e-06,0.025032315403223038,,899
,,,2.9185850380609762e-06,949
0,2.918585096267634e-06,0.027701979503035545,,949
,,,2.9185850380609762e-06,999
0,2.918585096267634e-06,0.025820592418313026,,999
,,,2.9185850380609762e-06,1049
0,2.918585096267634e-06,0.024652747437357903,,1049
,,,2.9185850380609762e-06,1099
0,2.918585096267634e-06,0.024269798770546913,,1099
,,,2.9185850380609762e-06,1149
0,2.918585096267634e-06,0.02295968309044838,,1149
,,,2.9185850380609762e-06,1199
0,2.918585096267634e-06,0.022920167073607445,,1199
,,,2.9185850380609762e-06,1249
0,2.918585096267634e-06,0.02575737237930298,,1249
,,,2.9185850380609762e-06,1299
0,2.918585096267634e-06,0.02609674073755741,,1299
,,,2.9185850380609762e-06,1349
0,2.918585096267634e-06,0.026485521346330643,,1349
,,,2.9185850380609762e-06,1399
0,2.918585096267634e-06,0.024463532492518425,,1399
,,,2.9185850380609762e-06,1449
0,2.918585096267634e-06,0.022378474473953247,,1449
