epoch,learning_rate,learning_rate_step,loss_step,step
,4.9999321418083115e-06,,,49
0,,4.999932116334094e-06,0.8669687509536743,49
,4.999455455659793e-06,,,99
0,,4.999455541110365e-06,0.8944758772850037,99
,4.99852296450804e-06,,,149
0,,4.998522854293697e-06,0.8793317675590515,149
,4.9971348473558325e-06,,,199
0,,4.997134965378791e-06,0.807699978351593,199
,4.995291370668791e-06,,,249
0,,4.995291419618297e-06,0.7260251045227051,249
,4.99299288832422e-06,,,299
0,,4.992992671759566e-06,0.6173299551010132,299
,4.99023984154318e-06,,,349
0,,4.9902396312973e-06,0.5535714030265808,349
,4.987032758805788e-06,,,399
0,,4.987032752978848e-06,0.4878993034362793,399
,4.983372255749768e-06,,,449
0,,4.983372036804212e-06,0.46140414476394653,449
,4.9792590350522785e-06,,,499
0,,4.979258847015444e-06,0.47383567690849304,499
,4.974693886295018e-06,,,549
0,,4.974694093107246e-06,0.43002939224243164,549
,4.96967768581266e-06,,,599
0,,4.969677775079617e-06,0.4133020043373108,599
,4.964211396524625e-06,,,649
0,,4.964211257174611e-06,0.4394260048866272,649
,4.958296067750245e-06,,,699
0,,4.95829590363428e-06,0.41220536828041077,699
,4.951932835007325e-06,,,749
0,,4.951932623953326e-06,0.38656002283096313,749
,4.945122919794174e-06,,,799
0,,4.945122782373801e-06,0.378082811832428,799
