epoch,learning_rate,learning_rate_step,loss_step,step
,1.5206626902298514e-06,,,49
0,,1.5206626358121866e-06,0.004839370492845774,49
,1.5839482518620085e-06,,,99
0,,1.5839482330193277e-06,0.0047194212675094604,99
,1.6886550977711283e-06,,,149
0,,1.688655061116151e-06,0.004715614952147007,149
,1.832780924903339e-06,,,199
0,,1.8327809812035412e-06,0.004664854146540165,199
,2.013569623270765e-06,,,249
0,,2.0135696559009375e-06,0.004812851082533598,249
,2.2275639808859383e-06,,,299
0,,2.2275639821600635e-06,0.004626156762242317,299
,2.470671795829831e-06,,,349
0,,2.4706716885702917e-06,0.004566429648548365,349
,2.7382441311962025e-06,,,399
0,,2.7382441203371854e-06,0.004857807885855436,399
,3.025164216447422e-06,,,449
0,,3.0251642328948947e-06,0.004729446955025196,449
,3.325945295126179e-06,,,499
0,,3.3259452720812988e-06,0.004862532950937748,499
,3.6348355477868875e-06,,,549
0,,3.6348355934023857e-06,0.005378729198127985,549
,3.945928083711521e-06,,,599
0,,3.945928256143816e-06,0.004679237492382526,599
,4.253273898044563e-06,,,649
0,,4.2532738007139415e-06,0.0057790325954556465,649
,4.550995634274208e-06,,,699
0,,4.550995527097257e-06,0.005351177416741848,699
,4.83339997658637e-06,,,749
0,,4.8333999984606635e-06,0.005391671787947416,749
,5.095086522818907e-06,,,799
0,,5.095086635265034e-06,0.005110003519803286,799
,5.331051056044742e-06,,,849
0,,5.331050942913862e-06,0.005167271476238966,849
,5.536781239927298e-06,,,899
0,,5.536781372939004e-06,0.005968232173472643,899
