epoch,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,lr-AdamW,step,val_loss
,,,,,3.3333333333333337e-06,45449,
2,,3.3333333249174757e-06,,0.01835121028125286,,45449,
,,,,,3.3333333333333337e-06,45499,
2,,3.3333333249174757e-06,,0.01708598993718624,,45499,
,,,,,3.3333333333333337e-06,45549,
2,,3.3333333249174757e-06,,0.015984972938895226,,45549,
,,,,,3.3333333333333337e-06,45599,
2,,3.3333333249174757e-06,,0.017937147989869118,,45599,
,,,,,3.3333333333333337e-06,45649,
2,,3.3333333249174757e-06,,0.01812794618308544,,45649,
,,,,,3.3333333333333337e-06,45699,
2,,3.3333333249174757e-06,,0.016308320686221123,,45699,
,,,,,3.3333333333333337e-06,45749,
2,,3.3333333249174757e-06,,0.015521821565926075,,45749,
,,,,,3.3333333333333337e-06,45799,
2,,3.3333333249174757e-06,,0.01667702943086624,,45799,
,,,,,3.3333333333333337e-06,45849,
2,,3.3333333249174757e-06,,0.017592160031199455,,45849,
,,,,,3.3333333333333337e-06,45899,
2,,3.3333333249174757e-06,,0.017360037192702293,,45899,
,,,,,3.3333333333333337e-06,45949,
2,,3.3333333249174757e-06,,0.017803505063056946,,45949,
,,,,,3.3333333333333337e-06,45999,
2,,3.3333333249174757e-06,,0.019682781770825386,,45999,
,,,,,3.3333333333333337e-06,46049,
2,,3.3333333249174757e-06,,0.013334679417312145,,46049,
,,,,,3.3333333333333337e-06,46099,
2,,3.3333333249174757e-06,,0.014987683854997158,,46099,
,,,,,3.3333333333333337e-06,46149,
2,,3.3333333249174757e-06,,0.01392434537410736,,46149,
,,,,,3.3333333333333337e-06,46199,
2,,3.3333333249174757e-06,,0.018693773075938225,,46199,
,,,,,3.3333333333333337e-06,46249,
2,,3.3333333249174757e-06,,0.01690739393234253,,46249,
,,,,,3.3333333333333337e-06,46299,
2,,3.3333333249174757e-06,,0.01870698109269142,,46299,
,,,,,3.3333333333333337e-06,46349,
2,,3.3333333249174757e-06,,0.01405559666454792,,46349,
,,,,,3.3333333333333337e-06,46399,
2,,3.3333333249174757e-06,,0.016130967065691948,,46399,
,,,,,3.3333333333333337e-06,46449,
2,,3.3333333249174757e-06,,0.018377086147665977,,46449,
,,,,,3.3333333333333337e-06,46499,
2,,3.3333333249174757e-06,,0.01579800620675087,,46499,
,,,,,3.3333333333333337e-06,46549,
2,,3.3333333249174757e-06,,0.018573535606265068,,46549,
,,,,,3.3333333333333337e-06,46599,
2,,3.3333333249174757e-06,,0.0208016075193882,,46599,
,,,,,3.3333333333333337e-06,46649,
2,,3.3333333249174757e-06,,0.014219040982425213,,46649,
,,,,,3.3333333333333337e-06,46699,
