epoch,learning_rate,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,step,val_loss
,1.6676874546647338e-06,,,,,49,
0,,,1.6676874565746402e-06,,0.004535020794719458,49,
,2.760163471349224e-06,,,,,99,
0,,,2.760163397397264e-06,,0.0044641802087426186,99,
,4.02161730407449e-06,,,,,149,
0,,,4.021617314720061e-06,,0.004785486031323671,149,
,4.867793548157035e-06,,,,,199,
0,,,4.8677934501029085e-06,,0.005505238194018602,199,
,4.999999525992408e-06,,,,,249,
0,,,4.999999418942025e-06,,0.005023995880037546,249,
,4.999995167429153e-06,,,,,299,
0,,,4.999995326215867e-06,,0.004987524356693029,299,
,4.999986249707621e-06,,,,,349,
0,,,4.999986231268849e-06,,0.0045943292789161205,349,
,4.99997277284493e-06,,,,,399,
0,,,4.999972588848323e-06,,0.00503293564543128,399,
,4.999954736866953e-06,,,,,449,
0,,,4.999954853701638e-06,,0.005406279116868973,449,
,4.9999321418083115e-06,,,,,499,
0,,,4.999932116334094e-06,,0.004600927233695984,499,
,4.99990498771238e-06,,,,,549,
0,,,4.9999048314930405e-06,,0.004760336596518755,549,
,4.999873274631286e-06,,,,,599,
0,,,4.999873453925829e-06,,0.004837111569941044,599,
,4.999837002625906e-06,,,,,649,
0,,,4.9998370741377585e-06,,0.005028581712394953,649,
,4.99979617176587e-06,,,,,699,
0,,,4.999796146876179e-06,,0.0045982953161001205,699,
,4.999750782129559e-06,,,,,749,
0,,,4.99975067214109e-06,,0.0049909441731870174,749,
,4.999700833804106e-06,,,,,799,
0,,,4.9997006499324925e-06,,0.005168323405086994,799,
,4.999646326885393e-06,,,,,849,
0,,,4.999646534997737e-06,,0.0045509859919548035,849,
,4.999587261478055e-06,,,,,899,
0,,,4.999587417842122e-06,,0.004838209133595228,899,
,4.999523637695477e-06,,,,,949,
0,,,4.999523753212998e-06,,0.005270346067845821,949,
,4.999455455659793e-06,,,,,999,
0,,,4.999455541110365e-06,,0.005352966021746397,999,
,4.999382715501891e-06,,,,,1049,
0,,,4.999382781534223e-06,,0.0047381604090332985,1049,
,4.999305417361404e-06,,,,,1099,
0,,,4.999305474484572e-06,,0.004619266837835312,1099,
,4.9992235613867186e-06,,,,,1149,
0,,,4.999223619961413e-06,,0.005277715157717466,1149,
,4.99913714773497e-06,,,,,1199,
0,,,4.999137217964744e-06,,0.004437629133462906,1199,
,4.999046176572042e-06,,,,,1249,
0,,,4.999046268494567e-06,,0.004826746415346861,1249,
,4.998950648072566e-06,,,,,1299,
0,,,4.998950771550881e-06,,0.005222011357545853,1299,
,4.998850562419926e-06,,,,,1349,
0,,,4.998850727133686e-06,,0.004666248802095652,1349,
,4.998745919806248e-06,,,,,1399,
0,,,4.998746135242982e-06,,0.004851430654525757,1399,
,4.99863672043241e-06,,,,,1449,
0,,,4.998636541131418e-06,,0.0048745134845376015,1449,
,4.99852296450804e-06,,,,,1499,
0,,,4.998522854293697e-06,,0.004817628301680088,1499,
,4.998404652251504e-06,,,,,1549,
0,,,4.998404619982466e-06,,0.005202169064432383,1549,
,4.998281783889925e-06,,,,,1599,
0,,,4.998281838197727e-06,,0.004650074522942305,1599,
,4.998154359659164e-06,,,,,1649,
0,,,4.9981545089394785e-06,,0.0043394193053245544,1649,
,4.998022379803832e-06,,,,,1699,
0,,,4.998022177460371e-06,,0.004877740051597357,1699,
,4.997885844577284e-06,,,,,1749,
0,,,4.997885753255105e-06,,0.004601811524480581,1749,
,4.9977447542416195e-06,,,,,1799,
0,,,4.99774478157633e-06,,0.004582400433719158,1799,
,4.997599109067683e-06,,,,,1849,
0,,,4.997599262424046e-06,,0.0048009250313043594,1849,
,4.997448909335063e-06,,,,,1899,
0,,,4.997448741050903e-06,,0.00498385401442647,1899,
,4.997294155332087e-06,,,,,1949,
0,,,4.997294126951601e-06,,0.00483916187658906,1949,
,4.9971348473558325e-06,,,,,1999,
0,,,4.997134965378791e-06,,0.005486858543008566,1999,
,4.996970985712112e-06,,,,,2049,
0,,,4.996970801585121e-06,,0.005109838210046291,2049,
,4.9968025707154845e-06,,,,,2099,
0,,,4.996802545065293e-06,,0.0049887229688465595,2099,
,4.996629602689246e-06,,,,,2149,
0,,,4.996629741071956e-06,,0.00470347423106432,2149,
,4.996452081965437e-06,,,,,2199,
0,,,4.99645193485776e-06,,0.005001103039830923,2199,
,4.996270008884831e-06,,,,,2249,
0,,,4.996270035917405e-06,,0.004974033683538437,2249,
,4.996083383796949e-06,,,,,2299,
0,,,4.996083589503542e-06,,0.004614231642335653,2299,
,4.995892207060042e-06,,,,,2349,
0,,,4.995892140868818e-06,,0.0049570295959711075,2349,
,4.9956964790411056e-06,,,,,2399,
0,,,4.995696599507937e-06,,0.004437150899320841,2399,
,4.995496200115867e-06,,,,,2449,
0,,,4.995496055926196e-06,,0.004688009154051542,2449,
,4.995291370668791e-06,,,,,2499,
0,,,4.995291419618297e-06,,0.0053803869523108006,2499,
,4.99508199109308e-06,,,,,2549,
0,,,4.995081781089539e-06,,0.0047773211263120174,2549,
,4.994868061790668e-06,,,,,2599,
0,,,4.994868049834622e-06,,0.005061030387878418,2599,
,4.994649583172226e-06,,,,,2649,
0,,,4.9946497711061966e-06,,0.004655579570680857,2649,
,4.994426555657154e-06,,,,,2699,
0,,,4.994426490156911e-06,,0.004936599172651768,2699,
,4.994198979673589e-06,,,,,2749,
0,,,4.994199116481468e-06,,0.004668031819164753,2749,
,4.993966855658396e-06,,,,,2799,
0,,,4.993966740585165e-06,,0.004842954687774181,2799,
,4.993730184057172e-06,,,,,2849,
0,,,4.993730271962704e-06,,0.0049197073094546795,2849,
,4.993488965324243e-06,,,,,2899,
0,,,4.9934888011193834e-06,,0.0055420235730707645,2899,
,4.993243199922664e-06,,,,,2949,
0,,,4.993243237549905e-06,,0.004628713708370924,2949,
,4.99299288832422e-06,,,,,2999,
0,,,4.992992671759566e-06,,0.004726552404463291,2999,
,4.992738031009422e-06,,,,,3049,
0,,,4.99273801324307e-06,,0.00492917001247406,3049,
,4.992478628467504e-06,,,,,3099,
0,,,4.992478807253065e-06,,0.004917216952890158,3099,
,4.992214681196429e-06,,,,,3149,
0,,,4.9922145990421996e-06,,0.0048788441345095634,3149,
,4.991946189702884e-06,,,,,3199,
0,,,4.9919462981051765e-06,,0.004444008227437735,3199,
,4.9916731545022785e-06,,,,,3249,
0,,,4.991672994947294e-06,,0.004624694120138884,3249,
,4.991395576118745e-06,,,,,3299,
0,,,4.991395599063253e-06,,0.004196575377136469,3299,
,4.991113455085134e-06,,,,,3349,
0,,,4.991113655705703e-06,,0.004440225660800934,3349,
,4.990826791943022e-06,,,,,3399,
0,,,4.990826710127294e-06,,0.0048810942098498344,3399,
,4.990535587242701e-06,,,,,3449,
0,,,4.990535671822727e-06,,0.004403173457831144,3449,
,4.99023984154318e-06,,,,,3499,
0,,,4.9902396312973e-06,,0.004882624838501215,3499,
,4.98993955541219e-06,,,,,3549,
0,,,4.9899394980457146e-06,,0.004839916713535786,3549,
,4.989634729426173e-06,,,,,3599,
0,,,4.989634817320621e-06,,0.005039501003921032,3599,
,4.989325364170289e-06,,,,,3649,
0,,,4.989325589122018e-06,,0.004619576968252659,3649,
,4.989011460238411e-06,,,,,3699,
0,,,4.989011358702555e-06,,0.0047108810395002365,3699,
,4.988693018233124e-06,,,,,3749,
0,,,4.988693035556935e-06,,0.0054471129551529884,3749,
,4.988370038765725e-06,,,,,3799,
0,,,4.988370164937805e-06,,0.005106101278215647,3799,
,4.988042522456221e-06,,,,,3849,
0,,,4.988042746845167e-06,,0.004959625191986561,3849,
,4.98771046993333e-06,,,,,3899,
0,,,4.987710326531669e-06,,0.005059804767370224,3899,
,4.987373881834474e-06,,,,,3949,
0,,,4.987373813492013e-06,,0.004801978822797537,3949,
,4.987032758805788e-06,,,,,3999,
0,,,4.987032752978848e-06,,0.0047830925323069096,3999,
,4.986687101502106e-06,,,,,4049,
0,,,4.986687144992175e-06,,0.00473588053137064,4049,
,4.986336910586967e-06,,,,,4099,
0,,,4.986336989531992e-06,,0.00468409201130271,4099,
,4.98598218673262e-06,,,,,4149,
0,,,4.9859822865983006e-06,,0.004378937184810638,4149,
,4.9856229306200045e-06,,,,,4199,
0,,,4.9856230361911e-06,,0.004760492127388716,4199,
,4.9852591429387714e-06,,,,,4249,
0,,,4.985259238310391e-06,,0.004960728343576193,4249,
,4.9848908243872635e-06,,,,,4299,
0,,,4.984890892956173e-06,,0.004884715657681227,4299,
,4.984517975672522e-06,,,,,4349,
0,,,4.984518000128446e-06,,0.004798296373337507,4349,
,4.984140597510288e-06,,,,,4399,
0,,,4.98414055982721e-06,,0.004797057248651981,4399,
