epoch,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,lr-AdamW,step,val_loss
,,,,,7.78289343482927e-06,49,
0,,7.782893590047024e-06,,3.2031075534177944e-05,,49,
,,,,,7.78289343482927e-06,99,
0,,7.782893590047024e-06,,1.868328581622336e-05,,99,
,,,,,7.78289343482927e-06,149,
0,,7.782893590047024e-06,,1.206077286042273e-05,,149,
,,,,,7.78289343482927e-06,199,
0,,7.782893590047024e-06,,1.313871871388983e-05,,199,
,,,,,7.78289343482927e-06,249,
0,,7.782893590047024e-06,,1.05176832221332e-05,,249,
,,,,,7.78289343482927e-06,299,
0,,7.782893590047024e-06,,1.0561529052210972e-05,,299,
,,,,,7.78289343482927e-06,349,
0,,7.782893590047024e-06,,9.4712340796832e-06,,349,
,,,,,7.78289343482927e-06,399,
0,,7.782893590047024e-06,,7.813412594259717e-06,,399,
,,,,,7.78289343482927e-06,449,
0,,7.782893590047024e-06,,8.179303222277667e-06,,449,
,,,,,7.78289343482927e-06,499,
0,,7.782893590047024e-06,,8.088832146313507e-06,,499,
,,,,,7.78289343482927e-06,549,
0,,7.782893590047024e-06,,8.97487007023301e-06,,549,
,,,,,7.78289343482927e-06,599,
0,,7.782893590047024e-06,,8.206660822906997e-06,,599,
,,,,,7.78289343482927e-06,649,
0,,7.782893590047024e-06,,7.198684215836693e-06,,649,
,,,,,7.78289343482927e-06,699,
0,,7.782893590047024e-06,,8.590367542637978e-06,,699,
,,,,,7.78289343482927e-06,749,
0,,7.782893590047024e-06,,9.726052667247131e-06,,749,
,,,,,7.78289343482927e-06,799,
0,,7.782893590047024e-06,,8.393327334488276e-06,,799,
,,,,,7.78289343482927e-06,849,
0,,7.782893590047024e-06,,7.946455298224464e-06,,849,
,,,,,7.78289343482927e-06,899,
0,,7.782893590047024e-06,,7.407597422570689e-06,,899,
,,,,,7.78289343482927e-06,949,
0,,7.782893590047024e-06,,8.061432708927896e-06,,949,
,,,,,7.78289343482927e-06,999,
0,,7.782893590047024e-06,,7.585689672851004e-06,,999,
,,,,,7.78289343482927e-06,1049,
0,,7.782893590047024e-06,,7.614930382260354e-06,,1049,
,,,,,7.78289343482927e-06,1099,
0,,7.782893590047024e-06,,7.411916158162057e-06,,1099,
,,,,,7.78289343482927e-06,1149,
0,,7.782893590047024e-06,,7.110406841093209e-06,,1149,
,,,,,7.78289343482927e-06,1199,
0,,7.782893590047024e-06,,9.157522072200663e-06,,1199,
,,,,,7.78289343482927e-06,1249,
0,,7.782893590047024e-06,,7.918511983007193e-06,,1249,
,,,,,7.78289343482927e-06,1299,
0,,7.782893590047024e-06,,9.298416443925817e-06,,1299,
,,,,,7.78289343482927e-06,1349,
