epoch,learning_rate_step,loss_step,lr-AdamW,step
,,,0.0005,49
0,0.0005000000237487257,0.2877396047115326,,49
,,,0.0005,99
0,0.0005000000237487257,0.2810792624950409,,99
,,,0.0005,149
0,0.0005000000237487257,0.2913993299007416,,149
,,,0.0005,199
0,0.0005000000237487257,0.2748403549194336,,199
,,,0.0005,249
0,0.0005000000237487257,0.3132014274597168,,249
,,,0.0005,299
0,0.0005000000237487257,0.28446170687675476,,299
,,,0.0005,349
0,0.0005000000237487257,0.26964855194091797,,349
,,,0.0005,399
0,0.0005000000237487257,0.27468904852867126,,399
,,,0.0005,449
0,0.0005000000237487257,0.28964290022850037,,449
,,,0.0005,499
0,0.0005000000237487257,0.26743364334106445,,499
,,,0.0005,549
0,0.0005000000237487257,0.260183721780777,,549
,,,0.0005,599
0,0.0005000000237487257,0.25964704155921936,,599
,,,0.0005,649
0,0.0005000000237487257,0.2565123736858368,,649
,,,0.0005,699
0,0.0005000000237487257,0.25263333320617676,,699
,,,0.0005,749
0,0.0005000000237487257,0.2554961144924164,,749
,,,0.0005,799
0,0.0005000000237487257,0.23657725751399994,,799
,,,0.0005,849
0,0.0005000000237487257,0.2449062615633011,,849
,,,0.0005,899
0,0.0005000000237487257,0.2760528028011322,,899
,,,0.0005,949
0,0.0005000000237487257,0.23427505791187286,,949
,,,0.0005,999
0,0.0005000000237487257,0.2606496214866638,,999
,,,0.0005,1049
0,0.0005000000237487257,0.26486992835998535,,1049
,,,0.0005,1099
0,0.0005000000237487257,0.2422805279493332,,1099
