epoch,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,lr-AdamW,step,val_loss
,,,,,0.0003,49,
0,,0.0003000000142492354,,0.06092015653848648,,49,
,,,,,0.0003,99,
0,,0.0003000000142492354,,0.0636458545923233,,99,
,,,,,0.0003,149,
0,,0.0003000000142492354,,0.05720514804124832,,149,
,,,,,0.0003,199,
0,,0.0003000000142492354,,0.05324468016624451,,199,
,,,,,0.0003,249,
0,,0.0003000000142492354,,0.05069882795214653,,249,
,,,,,0.0003,299,
0,,0.0003000000142492354,,0.04838887229561806,,299,
,,,,,0.0003,349,
0,,0.0003000000142492354,,0.042350538074970245,,349,
,,,,,0.0003,399,
0,,0.0003000000142492354,,0.053190577775239944,,399,
,,,,,0.0003,449,
0,,0.0003000000142492354,,0.04947594553232193,,449,
,,,,,0.0003,499,
0,,0.0003000000142492354,,0.05706993490457535,,499,
,,,,,0.0003,549,
0,,0.0003000000142492354,,0.04513050243258476,,549,
,,,,,0.0003,599,
0,,0.0003000000142492354,,0.0485311858355999,,599,
,,,,,0.0003,649,
0,,0.0003000000142492354,,0.054404210299253464,,649,
,,,,,0.0003,699,
0,,0.0003000000142492354,,0.04413560777902603,,699,
,,,,,0.0003,749,
0,,0.0003000000142492354,,0.05319918319582939,,749,
,,,,,0.0003,799,
0,,0.0003000000142492354,,0.05930088832974434,,799,
,,,,,0.0003,849,
0,,0.0003000000142492354,,0.05255014821887016,,849,
,,,,,0.0003,899,
0,,0.0003000000142492354,,0.04841109737753868,,899,
,,,,,0.0003,949,
0,,0.0003000000142492354,,0.049128469079732895,,949,
,,,,,0.0003,999,
0,,0.0003000000142492354,,0.04676445946097374,,999,
,,,,,0.0003,1049,
0,,0.0003000000142492354,,0.058320995420217514,,1049,
,,,,,0.0003,1099,
0,,0.0003000000142492354,,0.05453341826796532,,1099,
,,,,,0.0003,1149,
0,,0.0003000000142492354,,0.0545835867524147,,1149,
,,,,,0.0003,1199,
0,,0.0003000000142492354,,0.04596574231982231,,1199,
,,,,,0.0003,1249,
0,,0.0003000000142492354,,0.04074510559439659,,1249,
,,,,,0.0003,1299,
0,,0.0003000000142492354,,0.050876569002866745,,1299,
,,,,,0.0003,1349,
0,,0.0003000000142492354,,0.0480164997279644,,1349,
,,,,,0.0003,1399,
0,,0.0003000000142492354,,0.061218470335006714,,1399,
,,,,,0.0003,1449,
0,,0.0003000000142492354,,0.05813061073422432,,1449,
,,,,,0.0003,1499,
0,,0.0003000000142492354,,0.03859785199165344,,1499,
,,,,,0.0003,1549,
0,,0.0003000000142492354,,0.05725980922579765,,1549,
,,,,,0.0003,1599,
0,,0.0003000000142492354,,0.04729338735342026,,1599,
,,,,,0.0003,1649,
0,,0.0003000000142492354,,0.052065957337617874,,1649,
,,,,,0.0003,1699,
0,,0.0003000000142492354,,0.06317392736673355,,1699,
,,,,,0.0003,1749,
0,,0.0003000000142492354,,0.05661143735051155,,1749,
,,,,,0.0003,1799,
0,,0.0003000000142492354,,0.05244559049606323,,1799,
,,,,,0.0003,1849,
0,,0.0003000000142492354,,0.047268595546483994,,1849,
,,,,,0.0003,1899,
0,,0.0003000000142492354,,0.05052223801612854,,1899,
,,,,,0.0003,1949,
0,,0.0003000000142492354,,0.04438966140151024,,1949,
,,,,,0.0003,1999,
0,,0.0003000000142492354,,0.050872452557086945,,1999,
,,,,,0.0003,2049,
0,,0.0003000000142492354,,0.06127304956316948,,2049,
,,,,,0.0003,2099,
0,,0.0003000000142492354,,0.04284994304180145,,2099,
,,,,,0.0003,2149,
0,,0.0003000000142492354,,0.050412632524967194,,2149,
,,,,,0.0003,2199,
0,,0.0003000000142492354,,0.049840789288282394,,2199,
,,,,,0.0003,2249,
0,,0.0003000000142492354,,0.054338663816452026,,2249,
,,,,,0.0003,2299,
0,,0.0003000000142492354,,0.043225038796663284,,2299,
,,,,,0.0003,2349,
0,,0.0003000000142492354,,0.047882046550512314,,2349,
,,,,,0.0003,2399,
0,,0.0003000000142492354,,0.044866301119327545,,2399,
,,,,,0.0003,2449,
0,,0.0003000000142492354,,0.055056381970644,,2449,
,,,,,0.0003,2499,
0,,0.0003000000142492354,,0.04646078869700432,,2499,
,,,,,0.0003,2549,
0,,0.0003000000142492354,,0.048327766358852386,,2549,
,,,,,0.0003,2599,
0,,0.0003000000142492354,,0.05388159304857254,,2599,
,,,,,0.0003,2649,
0,,0.0003000000142492354,,0.05404127761721611,,2649,
,,,,,0.0003,2699,
0,,0.0003000000142492354,,0.051832057535648346,,2699,
,,,,,0.0003,2749,
0,,0.0003000000142492354,,0.045333411544561386,,2749,
,,,,,0.0003,2799,
0,,0.0003000000142492354,,0.0405798964202404,,2799,
,,,,,0.0003,2849,
0,,0.0003000000142492354,,0.04795204848051071,,2849,
,,,,,0.0003,2899,
0,,0.0003000000142492354,,0.05836155638098717,,2899,
,,,,,0.0003,2949,
0,,0.0003000000142492354,,0.04599951580166817,,2949,
,,,,,0.0003,2999,
0,,0.0003000000142492354,,0.050448834896087646,,2999,
,,,,,0.0003,3049,
0,,0.0003000000142492354,,0.05277174711227417,,3049,
,,,,,0.0003,3099,
0,,0.0003000000142492354,,0.0530083142220974,,3099,
,,,,,0.0003,3149,
0,,0.0003000000142492354,,0.05473555997014046,,3149,
,,,,,0.0003,3199,
0,,0.0003000000142492354,,0.03890596702694893,,3199,
,,,,,0.0003,3249,
0,,0.0003000000142492354,,0.04569723829627037,,3249,
,,,,,0.0003,3299,
0,,0.0003000000142492354,,0.04956343397498131,,3299,
,,,,,0.0003,3349,
0,,0.0003000000142492354,,0.04587417468428612,,3349,
,,,,,0.0003,3399,
0,,0.0003000000142492354,,0.041639942675828934,,3399,
,,,,,0.0003,3449,
0,,0.0003000000142492354,,0.04547929763793945,,3449,
,,,,,0.0003,3499,
0,,0.0003000000142492354,,0.04230892285704613,,3499,
,,,,,0.0003,3549,
0,,0.0003000000142492354,,0.05374608561396599,,3549,
,,,,,0.0003,3599,
0,,0.0003000000142492354,,0.05209451913833618,,3599,
,,,,,0.0003,3649,
0,,0.0003000000142492354,,0.042217761278152466,,3649,
,,,,,0.0003,3699,
0,,0.0003000000142492354,,0.051817893981933594,,3699,
,,,,,0.0003,3749,
0,,0.0003000000142492354,,0.05169722065329552,,3749,
,,,,,0.0003,3799,
0,,0.0003000000142492354,,0.05921109393239021,,3799,
,,,,,0.0003,3849,
0,,0.0003000000142492354,,0.0612146221101284,,3849,
,,,,,0.0003,3899,
