epoch,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,lr-AdamW,step,val_loss
,,,,,8.056444475924275e-05,246449,
11,,8.056444494286552e-05,,0.05554210767149925,,246449,
,,,,,8.056444475924275e-05,246499,
11,,8.056444494286552e-05,,0.05645196512341499,,246499,
,,,,,8.056444475924275e-05,246549,
11,,8.056444494286552e-05,,0.04396653175354004,,246549,
,,,,,8.056444475924275e-05,246599,
11,,8.056444494286552e-05,,0.05049154907464981,,246599,
,,,,,8.056444475924275e-05,246649,
11,,8.056444494286552e-05,,0.057043399661779404,,246649,
,,,,,8.056444475924275e-05,246699,
11,,8.056444494286552e-05,,0.06088041141629219,,246699,
,,,,,8.056444475924275e-05,246749,
11,,8.056444494286552e-05,,0.04935001954436302,,246749,
,,,,,8.056444475924275e-05,246799,
11,,8.056444494286552e-05,,0.0625416561961174,,246799,
,,,,,8.056444475924275e-05,246849,
11,,8.056444494286552e-05,,0.05227576568722725,,246849,
,,,,,8.056444475924275e-05,246899,
11,,8.056444494286552e-05,,0.05553939566016197,,246899,
,,,,,8.056444475924275e-05,246949,
11,,8.056444494286552e-05,,0.054913800209760666,,246949,
,,,,,8.056444475924275e-05,246999,
11,,8.056444494286552e-05,,0.04448552057147026,,246999,
,,,,,8.056444475924275e-05,247049,
11,,8.056444494286552e-05,,0.057675641030073166,,247049,
,,,,,8.056444475924275e-05,247099,
11,,8.056444494286552e-05,,0.057652343064546585,,247099,
,,,,,8.056444475924275e-05,247149,
11,,8.056444494286552e-05,,0.044071998447179794,,247149,
,,,,,8.056444475924275e-05,247199,
11,,8.056444494286552e-05,,0.04746881127357483,,247199,
,,,,,8.056444475924275e-05,247249,
11,,8.056444494286552e-05,,0.04542684927582741,,247249,
,,,,,8.056444475924275e-05,247299,
11,,8.056444494286552e-05,,0.04450578615069389,,247299,
,,,,,8.056444475924275e-05,247349,
11,,8.056444494286552e-05,,0.05091995745897293,,247349,
,,,,,8.056444475924275e-05,247399,
11,,8.056444494286552e-05,,0.058105189353227615,,247399,
,,,,,8.056444475924275e-05,247449,
11,,8.056444494286552e-05,,0.06388296186923981,,247449,
,,,,,8.056444475924275e-05,247499,
11,,8.056444494286552e-05,,0.05845242738723755,,247499,
,,,,,8.056444475924275e-05,247549,
11,,8.056444494286552e-05,,0.049208737909793854,,247549,
,,,,,8.056444475924275e-05,247599,
11,,8.056444494286552e-05,,0.060043931007385254,,247599,
,,,,,8.056444475924275e-05,247649,
11,,8.056444494286552e-05,,0.046362653374671936,,247649,
,,,,,8.056444475924275e-05,247699,
11,,8.056444494286552e-05,,0.04011540114879608,,247699,
,,,,,8.056444475924275e-05,247749,
11,,8.056444494286552e-05,,0.04818856343626976,,247749,
,,,,,8.056444475924275e-05,247799,
11,,8.056444494286552e-05,,0.048574622720479965,,247799,
,,,,,8.056444475924275e-05,247849,
11,,8.056444494286552e-05,,0.05747894197702408,,247849,
,,,,,8.056444475924275e-05,247899,
11,,8.056444494286552e-05,,0.05460769683122635,,247899,
,,,,,8.056444475924275e-05,247949,
11,,8.056444494286552e-05,,0.05170309543609619,,247949,
,,,,,8.056444475924275e-05,247999,
11,,8.056444494286552e-05,,0.05689450725913048,,247999,
,,,,,8.056444475924275e-05,248049,
11,,8.056444494286552e-05,,0.05559064820408821,,248049,
,,,,,8.056444475924275e-05,248099,
11,,8.056444494286552e-05,,0.05442991852760315,,248099,
,,,,,8.056444475924275e-05,248149,
11,,8.056444494286552e-05,,0.05260568857192993,,248149,
,,,,,8.056444475924275e-05,248199,
11,,8.056444494286552e-05,,0.04676709324121475,,248199,
,,,,,8.056444475924275e-05,248249,
11,,8.056444494286552e-05,,0.04372331127524376,,248249,
,,,,,8.056444475924275e-05,248299,
11,,8.056444494286552e-05,,0.04887887462973595,,248299,
,,,,,8.056444475924275e-05,248349,
11,,8.056444494286552e-05,,0.049597080796957016,,248349,
,,,,,8.056444475924275e-05,248399,
11,,8.056444494286552e-05,,0.06175156310200691,,248399,
,,,,,8.056444475924275e-05,248449,
11,,8.056444494286552e-05,,0.0373552069067955,,248449,
,,,,,8.056444475924275e-05,248499,
11,,8.056444494286552e-05,,0.05491788312792778,,248499,
,,,,,8.056444475924275e-05,248549,
11,,8.056444494286552e-05,,0.05135436728596687,,248549,
,,,,,8.056444475924275e-05,248599,
11,,8.056444494286552e-05,,0.06509032845497131,,248599,
,,,,,8.056444475924275e-05,248649,
11,,8.056444494286552e-05,,0.046094514429569244,,248649,
,,,,,8.056444475924275e-05,248699,
11,,8.056444494286552e-05,,0.05239975079894066,,248699,
,,,,,8.056444475924275e-05,248749,
11,,8.056444494286552e-05,,0.045083384960889816,,248749,
,,,,,8.056444475924275e-05,248799,
11,,8.056444494286552e-05,,0.058846212923526764,,248799,
,,,,,8.056444475924275e-05,248849,
11,,8.056444494286552e-05,,0.05583629757165909,,248849,
,,,,,8.056444475924275e-05,248899,
11,,8.056444494286552e-05,,0.03940124437212944,,248899,
,,,,,8.056444475924275e-05,248949,
11,,8.056444494286552e-05,,0.04500312730669975,,248949,
,,,,,8.056444475924275e-05,248999,
11,,8.056444494286552e-05,,0.054273780435323715,,248999,
,,,,,8.056444475924275e-05,249049,
11,,8.056444494286552e-05,,0.05813153460621834,,249049,
,,,,,8.056444475924275e-05,249099,
11,,8.056444494286552e-05,,0.04570610448718071,,249099,
,,,,,8.056444475924275e-05,249149,
11,,8.056444494286552e-05,,0.04715688154101372,,249149,
,,,,,8.056444475924275e-05,249199,
11,,8.056444494286552e-05,,0.05851225182414055,,249199,
,,,,,8.056444475924275e-05,249249,
11,,8.056444494286552e-05,,0.05668928101658821,,249249,
,,,,,8.056444475924275e-05,249299,
11,,8.056444494286552e-05,,0.05475126579403877,,249299,
,,,,,8.056444475924275e-05,249349,
11,,8.056444494286552e-05,,0.053989917039871216,,249349,
,,,,,8.056444475924275e-05,249399,
11,,8.056444494286552e-05,,0.05364705249667168,,249399,
,,,,,8.056444475924275e-05,249449,
11,,8.056444494286552e-05,,0.05705152824521065,,249449,
,,,,,8.056444475924275e-05,249499,
11,,8.056444494286552e-05,,0.05076323822140694,,249499,
,,,,,8.056444475924275e-05,249549,
11,,8.056444494286552e-05,,0.039476484060287476,,249549,
,,,,,8.056444475924275e-05,249599,
11,,8.056444494286552e-05,,0.050015706568956375,,249599,
,,,,,8.056444475924275e-05,249649,
11,,8.056444494286552e-05,,0.0507751889526844,,249649,
,,,,,8.056444475924275e-05,249699,
11,,8.056444494286552e-05,,0.054589416831731796,,249699,
,,,,,8.056444475924275e-05,249749,
11,,8.056444494286552e-05,,0.0514681339263916,,249749,
,,,,,8.056444475924275e-05,249799,
11,,8.056444494286552e-05,,0.05690307542681694,,249799,
,,,,,8.056444475924275e-05,249849,
11,,8.056444494286552e-05,,0.04492983594536781,,249849,
,,,,,8.056444475924275e-05,249899,
11,,8.056444494286552e-05,,0.044420670717954636,,249899,
,,,,,8.056444475924275e-05,249949,
11,,8.056444494286552e-05,,0.044957008212804794,,249949,
,,,,,8.056444475924275e-05,249999,
11,,8.056444494286552e-05,,0.043586261570453644,,249999,
,,,,,8.056444475924275e-05,250049,
11,,8.056444494286552e-05,,0.06503500789403915,,250049,
,,,,,8.056444475924275e-05,250099,
11,,8.056444494286552e-05,,0.05055656656622887,,250099,
,,,,,8.056444475924275e-05,250149,
11,,8.056444494286552e-05,,0.05860282853245735,,250149,
,,,,,8.056444475924275e-05,250199,
11,,8.056444494286552e-05,,0.04786347970366478,,250199,
,,,,,8.056444475924275e-05,250249,
11,,8.056444494286552e-05,,0.047247644513845444,,250249,
,,,,,8.056444475924275e-05,250299,
11,,8.056444494286552e-05,,0.04861369729042053,,250299,
,,,,,8.056444475924275e-05,250349,
11,,8.056444494286552e-05,,0.050395667552948,,250349,
,,,,,8.056444475924275e-05,250399,
11,,8.056444494286552e-05,,0.04584132879972458,,250399,
,,,,,8.056444475924275e-05,250449,
11,,8.056444494286552e-05,,0.04338791221380234,,250449,
,,,,,8.056444475924275e-05,250499,
11,,8.056444494286552e-05,,0.05148332193493843,,250499,
,,,,,8.056444475924275e-05,250549,
11,,8.056444494286552e-05,,0.046692684292793274,,250549,
,,,,,8.056444475924275e-05,250599,
11,,8.056444494286552e-05,,0.0523202084004879,,250599,
,,,,,8.056444475924275e-05,250649,
11,,8.056444494286552e-05,,0.0543028824031353,,250649,
,,,,,8.056444475924275e-05,250699,
11,,8.056444494286552e-05,,0.05219157412648201,,250699,
,,,,,8.056444475924275e-05,250749,
11,,8.056444494286552e-05,,0.055268097668886185,,250749,
,,,,,8.056444475924275e-05,250799,
11,,8.056444494286552e-05,,0.05046021565794945,,250799,
,,,,,8.056444475924275e-05,250849,
11,,8.056444494286552e-05,,0.043905895203351974,,250849,
,,,,,8.056444475924275e-05,250899,
11,,8.056444494286552e-05,,0.04149038717150688,,250899,
,,,,,8.056444475924275e-05,250949,
11,,8.056444494286552e-05,,0.05292600393295288,,250949,
,,,,,8.056444475924275e-05,250999,
11,,8.056444494286552e-05,,0.04092277213931084,,250999,
,,,,,8.056444475924275e-05,251049,
11,,8.056444494286552e-05,,0.05578741058707237,,251049,
,,,,,8.056444475924275e-05,251099,
11,,8.056444494286552e-05,,0.06275014579296112,,251099,
,,,,,8.056444475924275e-05,251149,
11,,8.056444494286552e-05,,0.04864799603819847,,251149,
,,,,,8.056444475924275e-05,251199,
11,,8.056444494286552e-05,,0.05841973051428795,,251199,
,,,,,8.056444475924275e-05,251249,
11,,8.056444494286552e-05,,0.048199303448200226,,251249,
,,,,,8.056444475924275e-05,251299,
11,,8.056444494286552e-05,,0.04592355713248253,,251299,
,,,,,8.056444475924275e-05,251349,
11,,8.056444494286552e-05,,0.06090129166841507,,251349,
,,,,,8.056444475924275e-05,251399,
11,,8.056444494286552e-05,,0.04526904597878456,,251399,
,,,,,8.056444475924275e-05,251449,
11,,8.056444494286552e-05,,0.04432244598865509,,251449,
,,,,,8.056444475924275e-05,251499,
11,,8.056444494286552e-05,,0.05154569819569588,,251499,
,,,,,8.056444475924275e-05,251549,
11,,8.056444494286552e-05,,0.048763662576675415,,251549,
,,,,,8.056444475924275e-05,251599,
11,,8.056444494286552e-05,,0.04842689633369446,,251599,
,,,,,8.056444475924275e-05,251649,
11,,8.056444494286552e-05,,0.04261168837547302,,251649,
,,,,,8.056444475924275e-05,251699,
11,,8.056444494286552e-05,,0.05254576355218887,,251699,
,,,,,8.056444475924275e-05,251749,
11,,8.056444494286552e-05,,0.051250655204057693,,251749,
,,,,,8.056444475924275e-05,251799,
11,,8.056444494286552e-05,,0.05622164160013199,,251799,
,,,,,8.056444475924275e-05,251849,
11,,8.056444494286552e-05,,0.051129985600709915,,251849,
