epoch,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,lr-SGD,step,val_loss
,,,,,5e-06,3749,
0,,4.999999873689376e-06,,0.005798993166536093,,3749,
,,,,,5e-06,3799,
0,,4.999999873689376e-06,,0.006194487679749727,,3799,
,,,,,5e-06,3849,
0,,4.999999873689376e-06,,0.0052669779397547245,,3849,
,,,,,5e-06,3899,
0,,4.999999873689376e-06,,0.005644004326313734,,3899,
,,,,,5e-06,3949,
0,,4.999999873689376e-06,,0.005621000193059444,,3949,
,,,,,5e-06,3999,
0,,4.999999873689376e-06,,0.006086628884077072,,3999,
,,,,,5e-06,4049,
0,,4.999999873689376e-06,,0.005712697748094797,,4049,
,,,,,5e-06,4099,
0,,4.999999873689376e-06,,0.005434037651866674,,4099,
,,,,,5e-06,4149,
0,,4.999999873689376e-06,,0.0056276582181453705,,4149,
,,,,,5e-06,4199,
0,,4.999999873689376e-06,,0.00612905016168952,,4199,
,,,,,5e-06,4249,
0,,4.999999873689376e-06,,0.005410763900727034,,4249,
,,,,,5e-06,4299,
0,,4.999999873689376e-06,,0.004647912457585335,,4299,
,,,,,5e-06,4349,
0,,4.999999873689376e-06,,0.005315289366990328,,4349,
,,,,,5e-06,4399,
0,,4.999999873689376e-06,,0.005787680856883526,,4399,
,,,,,5e-06,4449,
0,,4.999999873689376e-06,,0.005637862719595432,,4449,
,,,,,5e-06,4499,
0,,4.999999873689376e-06,,0.005291405133903027,,4499,
,,,,,5e-06,4549,
0,,4.999999873689376e-06,,0.0055410051718354225,,4549,
,,,,,5e-06,4599,
0,,4.999999873689376e-06,,0.005001363344490528,,4599,
,,,,,5e-06,4649,
0,,4.999999873689376e-06,,0.005675528198480606,,4649,
,,,,,5e-06,4699,
0,,4.999999873689376e-06,,0.005216129124164581,,4699,
,,,,,5e-06,4749,
0,,4.999999873689376e-06,,0.005326479207724333,,4749,
,,,,,5e-06,4799,
0,,4.999999873689376e-06,,0.0054201604798436165,,4799,
,,,,,5e-06,4849,
0,,4.999999873689376e-06,,0.005948287434875965,,4849,
,,,,,5e-06,4899,
0,,4.999999873689376e-06,,0.0052628605626523495,,4899,
,,,,,5e-06,4949,
0,,4.999999873689376e-06,,0.005361985415220261,,4949,
,,,,,5e-06,4999,
0,,4.999999873689376e-06,,0.005499568767845631,,4999,
,,,,,5e-06,5049,
0,,4.999999873689376e-06,,0.005148967262357473,,5049,
,,,,,5e-06,5099,
0,,4.999999873689376e-06,,0.005859383847564459,,5099,
,,,,,5e-06,5149,
0,,4.999999873689376e-06,,0.006306736264377832,,5149,
,,,,,5e-06,5199,
0,,4.999999873689376e-06,,0.005981244146823883,,5199,
,,,,,5e-06,5249,
0,,4.999999873689376e-06,,0.0048650107346475124,,5249,
,,,,,5e-06,5299,
0,,4.999999873689376e-06,,0.005299906712025404,,5299,
,,,,,5e-06,5349,
0,,4.999999873689376e-06,,0.006048375740647316,,5349,
,,,,,5e-06,5399,
0,,4.999999873689376e-06,,0.00557858357205987,,5399,
,,,,,5e-06,5449,
0,,4.999999873689376e-06,,0.006342440843582153,,5449,
,,,,,5e-06,5499,
0,,4.999999873689376e-06,,0.005344397854059935,,5499,
,,,,,5e-06,5549,
0,,4.999999873689376e-06,,0.005594670306891203,,5549,
,,,,,5e-06,5599,
0,,4.999999873689376e-06,,0.005090498831123114,,5599,
,,,,,5e-06,5649,
0,,4.999999873689376e-06,,0.005368897225707769,,5649,
,,,,,5e-06,5699,
0,,4.999999873689376e-06,,0.005401264410465956,,5699,
,,,,,5e-06,5749,
0,,4.999999873689376e-06,,0.004779334180057049,,5749,
,,,,,5e-06,5799,
0,,4.999999873689376e-06,,0.005406938027590513,,5799,
,,,,,5e-06,5849,
0,,4.999999873689376e-06,,0.006582789123058319,,5849,
,,,,,5e-06,5899,
0,,4.999999873689376e-06,,0.005870334804058075,,5899,
,,,,,5e-06,5949,
0,,4.999999873689376e-06,,0.006360998842865229,,5949,
,,,,,5e-06,5999,
0,,4.999999873689376e-06,,0.005715291481465101,,5999,
,,,,,5e-06,6049,
0,,4.999999873689376e-06,,0.0055414712987840176,,6049,
,,,,,5e-06,6099,
0,,4.999999873689376e-06,,0.005771977361291647,,6099,
,,,,,5e-06,6149,
0,,4.999999873689376e-06,,0.004858215805143118,,6149,
,,,,,5e-06,6199,
0,,4.999999873689376e-06,,0.00537509610876441,,6199,
,,,,,5e-06,6249,
0,,4.999999873689376e-06,,0.005300817079842091,,6249,
,,,,,5e-06,6299,
0,,4.999999873689376e-06,,0.005184590816497803,,6299,
,,,,,5e-06,6349,
0,,4.999999873689376e-06,,0.00544892530888319,,6349,
,,,,,5e-06,6399,
0,,4.999999873689376e-06,,0.005516266915947199,,6399,
,,,,,5e-06,6449,
0,,4.999999873689376e-06,,0.005039475858211517,,6449,
,,,,,5e-06,6499,
0,,4.999999873689376e-06,,0.005200898740440607,,6499,
,,,,,5e-06,6549,
0,,4.999999873689376e-06,,0.005729699973016977,,6549,
,,,,,5e-06,6599,
0,,4.999999873689376e-06,,0.005286093335598707,,6599,
,,,,,5e-06,6649,
0,,4.999999873689376e-06,,0.00571422278881073,,6649,
,,,,,5e-06,6699,
0,,4.999999873689376e-06,,0.005833192262798548,,6699,
,,,,,5e-06,6749,
0,,4.999999873689376e-06,,0.0056800744496285915,,6749,
,,,,,5e-06,6799,
0,,4.999999873689376e-06,,0.006616200786083937,,6799,
,,,,,5e-06,6849,
0,,4.999999873689376e-06,,0.005528694484382868,,6849,
,,,,,5e-06,6899,
0,,4.999999873689376e-06,,0.005322244018316269,,6899,
,,,,,5e-06,6949,
0,,4.999999873689376e-06,,0.00560637516900897,,6949,
,,,,,5e-06,6999,
0,,4.999999873689376e-06,,0.005930849350988865,,6999,
,,,,,5e-06,7049,
0,,4.999999873689376e-06,,0.005493242293596268,,7049,
,,,,,5e-06,7099,
0,,4.999999873689376e-06,,0.005878433119505644,,7099,
,,,,,5e-06,7149,
0,,4.999999873689376e-06,,0.0064626457169651985,,7149,
,,,,,5e-06,7199,
0,,4.999999873689376e-06,,0.005341033451259136,,7199,
,,,,,5e-06,7249,
0,,4.999999873689376e-06,,0.00555507792159915,,7249,
,,,,,5e-06,7299,
0,,4.999999873689376e-06,,0.005542685277760029,,7299,
,,,,,5e-06,7349,
0,,4.999999873689376e-06,,0.005778666585683823,,7349,
,,,,,5e-06,7399,
0,,4.999999873689376e-06,,0.005764187779277563,,7399,
,,,,,5e-06,7449,
0,,4.999999873689376e-06,,0.005706820636987686,,7449,
,,,,,5e-06,7499,
0,,4.999999873689376e-06,,0.0057224310003221035,,7499,
,,,,,5e-06,7549,
0,,4.999999873689376e-06,,0.005235990043729544,,7549,
,,,,,5e-06,7599,
0,,4.999999873689376e-06,,0.005756301339715719,,7599,
,,,,,5e-06,7649,
0,,4.999999873689376e-06,,0.004971978720277548,,7649,
,,,,,5e-06,7699,
0,,4.999999873689376e-06,,0.005737017374485731,,7699,
,,,,,5e-06,7749,
0,,4.999999873689376e-06,,0.005449283868074417,,7749,
,,,,,5e-06,7799,
0,,4.999999873689376e-06,,0.0054911114275455475,,7799,
,,,,,5e-06,7849,
0,,4.999999873689376e-06,,0.006314815487712622,,7849,
,,,,,5e-06,7899,
0,,4.999999873689376e-06,,0.006179639603942633,,7899,
,,,,,5e-06,7949,
0,,4.999999873689376e-06,,0.005528656300157309,,7949,
,,,,,5e-06,7999,
0,,4.999999873689376e-06,,0.005562036298215389,,7999,
,,,,,5e-06,8049,
0,,4.999999873689376e-06,,0.0049408795312047005,,8049,
,,,,,5e-06,8099,
0,,4.999999873689376e-06,,0.0059744189493358135,,8099,
,,,,,5e-06,8149,
0,,4.999999873689376e-06,,0.005915748421102762,,8149,
,,,,,5e-06,8199,
0,,4.999999873689376e-06,,0.006094235461205244,,8199,
,,,,,5e-06,8249,
0,,4.999999873689376e-06,,0.005455339793115854,,8249,
,,,,,5e-06,8299,
0,,4.999999873689376e-06,,0.0062642269767820835,,8299,
,,,,,5e-06,8349,
0,,4.999999873689376e-06,,0.005988268181681633,,8349,
,,,,,5e-06,8399,
0,,4.999999873689376e-06,,0.005662623327225447,,8399,
,,,,,5e-06,8449,
0,,4.999999873689376e-06,,0.005991832353174686,,8449,
,,,,,5e-06,8499,
0,,4.999999873689376e-06,,0.005615194793790579,,8499,
,,,,,5e-06,8549,
0,,4.999999873689376e-06,,0.00551109341904521,,8549,
,,,,,5e-06,8599,
0,,4.999999873689376e-06,,0.005780474748462439,,8599,
,,,,,5e-06,8649,
0,,4.999999873689376e-06,,0.005078208167105913,,8649,
,,,,,5e-06,8699,
0,,4.999999873689376e-06,,0.005418608896434307,,8699,
,,,,,5e-06,8749,
0,,4.999999873689376e-06,,0.006018141750246286,,8749,
,,,,,5e-06,8799,
0,,4.999999873689376e-06,,0.005403855349868536,,8799,
,,,,,5e-06,8849,
0,,4.999999873689376e-06,,0.005052411463111639,,8849,
,,,,,5e-06,8899,
0,,4.999999873689376e-06,,0.005436150822788477,,8899,
,,,,,5e-06,8949,
0,,4.999999873689376e-06,,0.005512573290616274,,8949,
,,,,,5e-06,8999,
0,,4.999999873689376e-06,,0.005552390124648809,,8999,
,,,,,5e-06,9049,
0,,4.999999873689376e-06,,0.005370373371988535,,9049,
,,,,,5e-06,9099,
0,,4.999999873689376e-06,,0.005307135172188282,,9099,
,,,,,5e-06,9149,
0,,4.999999873689376e-06,,0.005289582069963217,,9149,
,,,,,5e-06,9199,
0,,4.999999873689376e-06,,0.005126401782035828,,9199,
,,,,,5e-06,9249,
0,,4.999999873689376e-06,,0.0055466219782829285,,9249,
,,,,,5e-06,9299,
0,,4.999999873689376e-06,,0.005468257702887058,,9299,
,,,,,5e-06,9349,
0,,4.999999873689376e-06,,0.005591355264186859,,9349,
,,,,,5e-06,9399,
0,,4.999999873689376e-06,,0.0054390267468988895,,9399,
,,,,,5e-06,9449,
0,,4.999999873689376e-06,,0.0055264756083488464,,9449,
,,,,,5e-06,9499,
0,,4.999999873689376e-06,,0.005635570269078016,,9499,
,,,,,5e-06,9549,
0,,4.999999873689376e-06,,0.00546628562733531,,9549,
,,,,,5e-06,9599,
0,,4.999999873689376e-06,,0.005179294850677252,,9599,
,,,,,5e-06,9649,
0,,4.999999873689376e-06,,0.005525962449610233,,9649,
,,,,,5e-06,9699,
0,,4.999999873689376e-06,,0.00488946633413434,,9699,
,,,,,5e-06,9749,
0,,4.999999873689376e-06,,0.005784948822110891,,9749,
,,,,,5e-06,9799,
0,,4.999999873689376e-06,,0.005308040417730808,,9799,
,,,,,5e-06,9849,
0,,4.999999873689376e-06,,0.00614319508895278,,9849,
,,,,,5e-06,9899,
0,,4.999999873689376e-06,,0.0055436803959310055,,9899,
,,,,,5e-06,9949,
0,,4.999999873689376e-06,,0.005669558886438608,,9949,
,,,,,5e-06,9999,
0,,4.999999873689376e-06,,0.006223173346370459,,9999,
,,,,,5e-06,10049,
0,,4.999999873689376e-06,,0.006248363759368658,,10049,
,,,,,5e-06,10099,
0,,4.999999873689376e-06,,0.005346611142158508,,10099,
,,,,,5e-06,10149,
0,,4.999999873689376e-06,,0.005277638789266348,,10149,
,,,,,5e-06,10199,
0,,4.999999873689376e-06,,0.006032978650182486,,10199,
,,,,,5e-06,10249,
0,,4.999999873689376e-06,,0.005053389817476273,,10249,
,,,,,5e-06,10299,
0,,4.999999873689376e-06,,0.005076918285340071,,10299,
,,,,,5e-06,10349,
0,,4.999999873689376e-06,,0.005124147515743971,,10349,
,,,,,5e-06,10399,
0,,4.999999873689376e-06,,0.005265380721539259,,10399,
,,,,,5e-06,10449,
0,,4.999999873689376e-06,,0.005416080355644226,,10449,
,,,,,5e-06,10499,
0,,4.999999873689376e-06,,0.005613461136817932,,10499,
,,,,,5e-06,10549,
0,,4.999999873689376e-06,,0.005538476165384054,,10549,
,,,,,5e-06,10599,
0,,4.999999873689376e-06,,0.005329878535121679,,10599,
,,,,,5e-06,10649,
0,,4.999999873689376e-06,,0.005600585136562586,,10649,
,,,,,5e-06,10699,
0,,4.999999873689376e-06,,0.005243024788796902,,10699,
,,,,,5e-06,10749,
0,,4.999999873689376e-06,,0.005594222340732813,,10749,
,,,,,5e-06,10799,
0,,4.999999873689376e-06,,0.005378105212002993,,10799,
,,,,,5e-06,10849,
0,,4.999999873689376e-06,,0.005910160485655069,,10849,
,,,,,5e-06,10899,
0,,4.999999873689376e-06,,0.0058824955485761166,,10899,
,,,,,5e-06,10949,
0,,4.999999873689376e-06,,0.00490868603810668,,10949,
,,,,,5e-06,10999,
0,,4.999999873689376e-06,,0.005506044253706932,,10999,
,,,,,5e-06,11049,
0,,4.999999873689376e-06,,0.005727935116738081,,11049,
,,,,,5e-06,11099,
0,,4.999999873689376e-06,,0.005460895597934723,,11099,
,,,,,5e-06,11149,
0,,4.999999873689376e-06,,0.0055175162851810455,,11149,
,,,,,5e-06,11199,
0,,4.999999873689376e-06,,0.005043223034590483,,11199,
,,,,,5e-06,11249,
0,,4.999999873689376e-06,,0.005376177374273539,,11249,
,,,,,5e-06,11299,
0,,4.999999873689376e-06,,0.0062548876740038395,,11299,
,,,,,5e-06,11349,
0,,4.999999873689376e-06,,0.005877187941223383,,11349,
,,,,,5e-06,11399,
0,,4.999999873689376e-06,,0.00550491688773036,,11399,
,,,,,5e-06,11449,
0,,4.999999873689376e-06,,0.00534411147236824,,11449,
,,,,,5e-06,11499,
0,,4.999999873689376e-06,,0.005747380666434765,,11499,
,,,,,5e-06,11549,
0,,4.999999873689376e-06,,0.005389066878706217,,11549,
,,,,,5e-06,11599,
0,,4.999999873689376e-06,,0.006194310262799263,,11599,
,,,,,5e-06,11649,
0,,4.999999873689376e-06,,0.005900505464524031,,11649,
,,,,,5e-06,11699,
0,,4.999999873689376e-06,,0.005497091915458441,,11699,
,,,,,5e-06,11749,
0,,4.999999873689376e-06,,0.005704182665795088,,11749,
,,,,,5e-06,11799,
0,,4.999999873689376e-06,,0.005975703708827496,,11799,
,,,,,5e-06,11849,
0,,4.999999873689376e-06,,0.005424552597105503,,11849,
,,,,,5e-06,11899,
0,,4.999999873689376e-06,,0.0061997524462640285,,11899,
,,,,,5e-06,11949,
0,,4.999999873689376e-06,,0.005024353973567486,,11949,
,,,,,5e-06,11999,
0,,4.999999873689376e-06,,0.005307112820446491,,11999,
,,,,,5e-06,12049,
0,,4.999999873689376e-06,,0.005812948569655418,,12049,
,,,,,5e-06,12099,
0,,4.999999873689376e-06,,0.005932461936026812,,12099,
,,,,,5e-06,12149,
0,,4.999999873689376e-06,,0.005759624298661947,,12149,
,,,,,5e-06,12199,
0,,4.999999873689376e-06,,0.006134362425655127,,12199,
,,,,,5e-06,12249,
0,,4.999999873689376e-06,,0.005671501159667969,,12249,
,,,,,5e-06,12299,
0,,4.999999873689376e-06,,0.0055076624266803265,,12299,
,,,,,5e-06,12349,
0,,4.999999873689376e-06,,0.005482153967022896,,12349,
,,,,,5e-06,12399,
0,,4.999999873689376e-06,,0.0056886519305408,,12399,
,,,,,5e-06,12449,
0,,4.999999873689376e-06,,0.006097736302763224,,12449,
,,,,,5e-06,12499,
0,,4.999999873689376e-06,,0.006295445840805769,,12499,
,,,,,5e-06,12549,
0,,4.999999873689376e-06,,0.005025145597755909,,12549,
,,,,,5e-06,12599,
0,,4.999999873689376e-06,,0.005304963327944279,,12599,
,,,,,5e-06,12649,
0,,4.999999873689376e-06,,0.005059666465967894,,12649,
,,,,,5e-06,12699,
0,,4.999999873689376e-06,,0.00562419556081295,,12699,
,,,,,5e-06,12749,
0,,4.999999873689376e-06,,0.006084797438234091,,12749,
,,,,,5e-06,12799,
0,,4.999999873689376e-06,,0.006068865302950144,,12799,
,,,,,5e-06,12849,
0,,4.999999873689376e-06,,0.005700394511222839,,12849,
,,,,,5e-06,12899,
0,,4.999999873689376e-06,,0.005828303284943104,,12899,
,,,,,5e-06,12949,
0,,4.999999873689376e-06,,0.0050873481668531895,,12949,
,,,,,5e-06,12999,
0,,4.999999873689376e-06,,0.006065545603632927,,12999,
,,,,,5e-06,13049,
0,,4.999999873689376e-06,,0.005198329221457243,,13049,
,,,,,5e-06,13099,
0,,4.999999873689376e-06,,0.005067283753305674,,13099,
,,,,,5e-06,13149,
0,,4.999999873689376e-06,,0.005492899101227522,,13149,
,,,,,5e-06,13199,
0,,4.999999873689376e-06,,0.005308331921696663,,13199,
,,,,,5e-06,13249,
0,,4.999999873689376e-06,,0.005305313505232334,,13249,
,,,,,5e-06,13299,
0,,4.999999873689376e-06,,0.005750445183366537,,13299,
,,,,,5e-06,13349,
0,,4.999999873689376e-06,,0.0056188078597188,,13349,
,,,,,5e-06,13399,
0,,4.999999873689376e-06,,0.005608869716525078,,13399,
,,,,,5e-06,13449,
0,,4.999999873689376e-06,,0.005547156557440758,,13449,
,,,,,5e-06,13499,
0,,4.999999873689376e-06,,0.005364591255784035,,13499,
,,,,,5e-06,13549,
0,,4.999999873689376e-06,,0.00548085942864418,,13549,
,,,,,5e-06,13599,
0,,4.999999873689376e-06,,0.0058175078593194485,,13599,
,,,,,5e-06,13649,
0,,4.999999873689376e-06,,0.005543314851820469,,13649,
,,,,,5e-06,13699,
0,,4.999999873689376e-06,,0.006657414138317108,,13699,
,,,,,5e-06,13749,
0,,4.999999873689376e-06,,0.005922046955674887,,13749,
,,,,,5e-06,13799,
0,,4.999999873689376e-06,,0.0056301928125321865,,13799,
,,,,,5e-06,13849,
0,,4.999999873689376e-06,,0.006265981588512659,,13849,
,,,,,5e-06,13899,
0,,4.999999873689376e-06,,0.005572489928454161,,13899,
,,,,,5e-06,13949,
0,,4.999999873689376e-06,,0.005443699192255735,,13949,
,,,,,5e-06,13999,
0,,4.999999873689376e-06,,0.005101123359054327,,13999,
,,,,,5e-06,14049,
0,,4.999999873689376e-06,,0.00624979380518198,,14049,
,,,,,5e-06,14099,
0,,4.999999873689376e-06,,0.0052465833723545074,,14099,
,,,,,5e-06,14149,
0,,4.999999873689376e-06,,0.0050836424343287945,,14149,
,,,,,5e-06,14199,
0,,4.999999873689376e-06,,0.005232424940913916,,14199,
,,,,,5e-06,14249,
0,,4.999999873689376e-06,,0.005488590337336063,,14249,
,,,,,5e-06,14299,
0,,4.999999873689376e-06,,0.006374134216457605,,14299,
,,,,,5e-06,14349,
0,,4.999999873689376e-06,,0.005790813360363245,,14349,
,,,,,5e-06,14399,
0,,4.999999873689376e-06,,0.00546104833483696,,14399,
,,,,,5e-06,14449,
0,,4.999999873689376e-06,,0.005445850547403097,,14449,
,,,,,5e-06,14499,
0,,4.999999873689376e-06,,0.006015875842422247,,14499,
,,,,,5e-06,14549,
0,,4.999999873689376e-06,,0.0061485785990953445,,14549,
,,,,,5e-06,14599,
0,,4.999999873689376e-06,,0.005833302158862352,,14599,
,,,,,5e-06,14649,
0,,4.999999873689376e-06,,0.00610711146146059,,14649,
,,,,,5e-06,14699,
0,,4.999999873689376e-06,,0.005408352706581354,,14699,
,,,,,5e-06,14749,
0,,4.999999873689376e-06,,0.005380136892199516,,14749,
,,,,,5e-06,14799,
0,,4.999999873689376e-06,,0.006489172577857971,,14799,
,,,,,5e-06,14849,
0,,4.999999873689376e-06,,0.007204254623502493,,14849,
,,,,,5e-06,14899,
0,,4.999999873689376e-06,,0.005624562501907349,,14899,
,,,,,5e-06,14949,
0,,4.999999873689376e-06,,0.00572477001696825,,14949,
,,,,,5e-06,14999,
0,,4.999999873689376e-06,,0.006343058776110411,,14999,
,,,,,5e-06,15049,
0,,4.999999873689376e-06,,0.004920095205307007,,15049,
,,,,,5e-06,15099,
0,,4.999999873689376e-06,,0.005728318355977535,,15099,
,,,,,5e-06,15149,
0,,4.999999873689376e-06,,0.005931717809289694,,15149,
,,,,,5e-06,15199,
0,,4.999999873689376e-06,,0.0056555322371423244,,15199,
,,,,,5e-06,15249,
0,,4.999999873689376e-06,,0.005632885731756687,,15249,
,,,,,5e-06,15299,
0,,4.999999873689376e-06,,0.005267010070383549,,15299,
,,,,,5e-06,15349,
0,,4.999999873689376e-06,,0.0059012072160840034,,15349,
,,,,,5e-06,15399,
0,,4.999999873689376e-06,,0.005629954393953085,,15399,
,,,,,5e-06,15449,
0,,4.999999873689376e-06,,0.005210294853895903,,15449,
,,,,,5e-06,15499,
0,,4.999999873689376e-06,,0.006884156260639429,,15499,
,,,,,5e-06,15549,
0,,4.999999873689376e-06,,0.005429363343864679,,15549,
,,,,,5e-06,15599,
0,,4.999999873689376e-06,,0.005259472876787186,,15599,
,,,,,5e-06,15649,
0,,4.999999873689376e-06,,0.005086654331535101,,15649,
,,,,,5e-06,15699,
0,,4.999999873689376e-06,,0.005963518749922514,,15699,
,,,,,5e-06,15749,
0,,4.999999873689376e-06,,0.005556737072765827,,15749,
,,,,,5e-06,15799,
0,,4.999999873689376e-06,,0.005916854832321405,,15799,
,,,,,5e-06,15849,
0,,4.999999873689376e-06,,0.00526804244145751,,15849,
,,,,,5e-06,15899,
0,,4.999999873689376e-06,,0.005729324650019407,,15899,
,,,,,5e-06,15949,
0,,4.999999873689376e-06,,0.005322477780282497,,15949,
,,,,,5e-06,15999,
0,,4.999999873689376e-06,,0.006789706647396088,,15999,
,,,,,5e-06,16049,
0,,4.999999873689376e-06,,0.006639488972723484,,16049,
,,,,,5e-06,16099,
0,,4.999999873689376e-06,,0.005197989288717508,,16099,
