epoch,learning_rate,learning_rate_step,loss_step,step
,0.0005999999012172622,,,49
0,,0.000599999912083149,1.0920155048370361,49
,0.0005999909688321376,,,99
0,,0.0005999909481033683,0.8941513299942017,99
,0.0005999675550722727,,,149
0,,0.0005999675486236811,0.7785241603851318,149
,0.0005999296611274014,,,199
0,,0.0005999296554364264,0.7216084599494934,199
,0.0005998772889230458,,,249
0,,0.0005998772685416043,0.7053279876708984,249
,0.0005998104411204185,,,299
0,,0.0005998104461468756,0.6576141715049744,299
,0.0005997291211162868,,,349
0,,0.0005997291300445795,0.6321005821228027,349
,0.0005996333330428012,,,399
0,,0.0005996333202347159,0.6636418700218201,399
,0.0005995230817672839,,,449
0,,0.0005995230749249458,0.6486137509346008,449
,0.0005993983728919831,,,499
0,,0.0005993983941152692,0.5948143005371094,499
,0.0005992592127537868,,,549
0,,0.0005992592195980251,0.5597277879714966,549
,0.0005991056084239022,,,599
0,,0.0005991056095808744,0.5428062677383423,599
,0.0005989375677074953,,,649
0,,0.0005989375640638173,0.5360395312309265,649
,0.0005987550991432949,,,699
0,,0.0005987550830468535,0.5186343193054199,699
,0.0005985582120031585,,,749
0,,0.0005985582247376442,0.5059780478477478,749
,0.0005983469162916013,,,799
0,,0.0005983469309285283,0.5022000670433044,799
,0.0005981212227452877,,,849
0,,0.0005981212016195059,0.5413492321968079,849
