epoch,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,lr-SGD,step,val_loss
0,,1.500000053056283e-06,,7.769467629259452e-06,,3249,
,,,,,1.5e-06,3299,
0,,1.500000053056283e-06,,6.896621925989166e-06,,3299,
,,,,,1.5e-06,3349,
0,,1.500000053056283e-06,,4.880567303189309e-06,,3349,
,,,,,1.5e-06,3399,
0,,1.500000053056283e-06,,6.356007816066267e-06,,3399,
,,,,,1.5e-06,3449,
0,,1.500000053056283e-06,,7.438878128596116e-06,,3449,
,,,,,1.5e-06,3499,
0,,1.500000053056283e-06,,4.906205504084937e-06,,3499,
,,,,,1.5e-06,3549,
0,,1.500000053056283e-06,,5.934386535955127e-06,,3549,
,,,,,1.5e-06,3599,
0,,1.500000053056283e-06,,4.857030035054777e-06,,3599,
,,,,,1.5e-06,3649,
0,,1.500000053056283e-06,,4.586849172483198e-06,,3649,
,,,,,1.5e-06,3699,
0,,1.500000053056283e-06,,5.144323495187564e-06,,3699,
,,,,,1.5e-06,3749,
0,,1.500000053056283e-06,,5.836341188114602e-06,,3749,
,,,,,1.5e-06,3799,
0,,1.500000053056283e-06,,5.749410320277093e-06,,3799,
,,,,,1.5e-06,3849,
0,,1.500000053056283e-06,,4.7059588723641355e-06,,3849,
,,,,,1.5e-06,3899,
0,,1.500000053056283e-06,,4.822735718335025e-06,,3899,
,,,,,1.5e-06,3949,
0,,1.500000053056283e-06,,7.723524504399393e-06,,3949,
,,,,,1.5e-06,3999,
0,,1.500000053056283e-06,,5.626723122986732e-06,,3999,
,,,,,1.5e-06,4049,
0,,1.500000053056283e-06,,5.118367880641017e-06,,4049,
,,,,,1.5e-06,4099,
0,,1.500000053056283e-06,,6.278404725890141e-06,,4099,
,,,,,1.5e-06,4149,
0,,1.500000053056283e-06,,5.374547527026152e-06,,4149,
,,,,,1.5e-06,4199,
0,,1.500000053056283e-06,,5.6149779084080365e-06,,4199,
,,,,,1.5e-06,4249,
0,,1.500000053056283e-06,,5.475953457789728e-06,,4249,
,,,,,1.5e-06,4299,
0,,1.500000053056283e-06,,6.1512378124461975e-06,,4299,
,,,,,1.5e-06,4349,
0,,1.500000053056283e-06,,6.952224794076756e-06,,4349,
,,,,,1.5e-06,4399,
0,,1.500000053056283e-06,,6.08790014666738e-06,,4399,
,,,,,1.5e-06,4449,
0,,1.500000053056283e-06,,6.644097538810456e-06,,4449,
,,,,,1.5e-06,4499,
0,,1.500000053056283e-06,,7.830587492207997e-06,,4499,
,,,,,1.5e-06,4549,
0,,1.500000053056283e-06,,6.841363756393548e-06,,4549,
,,,,,1.5e-06,4599,
0,,1.500000053056283e-06,,5.816170869366033e-06,,4599,
,,,,,1.5e-06,4649,
0,,1.500000053056283e-06,,6.4233954617520794e-06,,4649,
,,,,,1.5e-06,4699,
0,,1.500000053056283e-06,,5.777006663265638e-06,,4699,
,,,,,1.5e-06,4749,
0,,1.500000053056283e-06,,5.8874434216704685e-06,,4749,
,,,,,1.5e-06,4799,
0,,1.500000053056283e-06,,6.021035915182438e-06,,4799,
,,,,,1.5e-06,4849,
0,,1.500000053056283e-06,,5.450985099741956e-06,,4849,
,,,,,1.5e-06,4899,
0,,1.500000053056283e-06,,7.1557237788510974e-06,,4899,
,,,,,1.5e-06,4949,
0,,1.500000053056283e-06,,6.630472853430547e-06,,4949,
,,,,,1.5e-06,4999,
0,,1.500000053056283e-06,,6.2524723034584895e-06,,4999,
,,,,,1.5e-06,5049,
0,,1.500000053056283e-06,,5.355736448109383e-06,,5049,
,,,,,1.5e-06,5099,
0,,1.500000053056283e-06,,5.429119482869282e-06,,5099,
,,,,,1.5e-06,5149,
0,,1.500000053056283e-06,,5.247127774055116e-06,,5149,
,,,,,1.5e-06,5199,
0,,1.500000053056283e-06,,7.189047209976707e-06,,5199,
,,,,,1.5e-06,5249,
0,,1.500000053056283e-06,,4.940070084558101e-06,,5249,
,,,,,1.5e-06,5299,
0,,1.500000053056283e-06,,7.061175438138889e-06,,5299,
,,,,,1.5e-06,5349,
0,,1.500000053056283e-06,,7.0577016231254674e-06,,5349,
,,,,,1.5e-06,5399,
0,,1.500000053056283e-06,,5.726245944970287e-06,,5399,
,,,,,1.5e-06,5449,
0,,1.500000053056283e-06,,6.848093107691966e-06,,5449,
,,,,,1.5e-06,5499,
0,,1.500000053056283e-06,,5.322631295712199e-06,,5499,
,,,,,1.5e-06,5549,
0,,1.500000053056283e-06,,6.8292983996798284e-06,,5549,
,,,,,1.5e-06,5599,
0,,1.500000053056283e-06,,5.488665010489058e-06,,5599,
,,,,,1.5e-06,5649,
0,,1.500000053056283e-06,,5.369773134589195e-06,,5649,
0,,,,,,5679,0.015425542369484901
0,1.5000076700744103e-06,,5.841287929797545e-06,,,5679,
,,,,,2.9907027418951716e-06,5699,
1,,2.990702796523692e-06,,5.662368039338617e-06,,5699,
,,,,,2.9907027418951716e-06,5749,
1,,2.990702796523692e-06,,6.756914444849826e-06,,5749,
,,,,,2.9907027418951716e-06,5799,
1,,2.990702796523692e-06,,6.4881169237196445e-06,,5799,
,,,,,2.9907027418951716e-06,5849,
1,,2.990702796523692e-06,,5.084193617221899e-06,,5849,
,,,,,2.9907027418951716e-06,5899,
1,,2.990702796523692e-06,,6.435187970055267e-06,,5899,
,,,,,2.9907027418951716e-06,5949,
1,,2.990702796523692e-06,,7.0868882176000625e-06,,5949,
,,,,,2.9907027418951716e-06,5999,
1,,2.990702796523692e-06,,6.212875177880051e-06,,5999,
,,,,,2.9907027418951716e-06,6049,
1,,2.990702796523692e-06,,5.726796644012211e-06,,6049,
,,,,,2.9907027418951716e-06,6099,
1,,2.990702796523692e-06,,6.356528501783032e-06,,6099,
,,,,,2.9907027418951716e-06,6149,
1,,2.990702796523692e-06,,5.805511136713903e-06,,6149,
,,,,,2.9907027418951716e-06,6199,
1,,2.990702796523692e-06,,6.001132533128839e-06,,6199,
,,,,,2.9907027418951716e-06,6249,
1,,2.990702796523692e-06,,5.512105872185202e-06,,6249,
,,,,,2.9907027418951716e-06,6299,
1,,2.990702796523692e-06,,6.626149115618318e-06,,6299,
,,,,,2.9907027418951716e-06,6349,
1,,2.990702796523692e-06,,5.480451818584697e-06,,6349,
,,,,,2.9907027418951716e-06,6399,
1,,2.990702796523692e-06,,5.5020395848259795e-06,,6399,
,,,,,2.9907027418951716e-06,6449,
1,,2.990702796523692e-06,,7.782787179166917e-06,,6449,
,,,,,2.9907027418951716e-06,6499,
1,,2.990702796523692e-06,,6.1432510847225785e-06,,6499,
,,,,,2.9907027418951716e-06,6549,
1,,2.990702796523692e-06,,6.036702870915178e-06,,6549,
,,,,,2.9907027418951716e-06,6599,
1,,2.990702796523692e-06,,6.354551260301378e-06,,6599,
,,,,,2.9907027418951716e-06,6649,
1,,2.990702796523692e-06,,4.904937668470666e-06,,6649,
,,,,,2.9907027418951716e-06,6699,
1,,2.990702796523692e-06,,4.506137884163763e-06,,6699,
,,,,,2.9907027418951716e-06,6749,
1,,2.990702796523692e-06,,5.206293280934915e-06,,6749,
,,,,,2.9907027418951716e-06,6799,
1,,2.990702796523692e-06,,5.413162398326676e-06,,6799,
,,,,,2.9907027418951716e-06,6849,
1,,2.990702796523692e-06,,4.5596202653541695e-06,,6849,
,,,,,2.9907027418951716e-06,6899,
1,,2.990702796523692e-06,,6.33110357739497e-06,,6899,
,,,,,2.9907027418951716e-06,6949,
1,,2.990702796523692e-06,,5.3833782658330165e-06,,6949,
,,,,,2.9907027418951716e-06,6999,
1,,2.990702796523692e-06,,6.566790489159757e-06,,6999,
,,,,,2.9907027418951716e-06,7049,
1,,2.990702796523692e-06,,7.51423840483767e-06,,7049,
,,,,,2.9907027418951716e-06,7099,
1,,2.990702796523692e-06,,6.990062956901966e-06,,7099,
,,,,,2.9907027418951716e-06,7149,
1,,2.990702796523692e-06,,6.780045623600017e-06,,7149,
,,,,,2.9907027418951716e-06,7199,
1,,2.990702796523692e-06,,5.778757440566551e-06,,7199,
,,,,,2.9907027418951716e-06,7249,
1,,2.990702796523692e-06,,5.7862930589180905e-06,,7249,
,,,,,2.9907027418951716e-06,7299,
1,,2.990702796523692e-06,,6.381790626619477e-06,,7299,
,,,,,2.9907027418951716e-06,7349,
1,,2.990702796523692e-06,,5.652016170643037e-06,,7349,
,,,,,2.9907027418951716e-06,7399,
1,,2.990702796523692e-06,,5.8337764130556025e-06,,7399,
,,,,,2.9907027418951716e-06,7449,
1,,2.990702796523692e-06,,6.255237167351879e-06,,7449,
,,,,,2.9907027418951716e-06,7499,
1,,2.990702796523692e-06,,4.448799700185191e-06,,7499,
,,,,,2.9907027418951716e-06,7549,
1,,2.990702796523692e-06,,5.788886937807547e-06,,7549,
,,,,,2.9907027418951716e-06,7599,
1,,2.990702796523692e-06,,7.1747090260032564e-06,,7599,
,,,,,2.9907027418951716e-06,7649,
1,,2.990702796523692e-06,,6.938551905477652e-06,,7649,
,,,,,2.9907027418951716e-06,7699,
1,,2.990702796523692e-06,,5.460029569803737e-06,,7699,
,,,,,2.9907027418951716e-06,7749,
1,,2.990702796523692e-06,,5.9490575949894264e-06,,7749,
,,,,,2.9907027418951716e-06,7799,
1,,2.990702796523692e-06,,5.645812507282244e-06,,7799,
,,,,,2.9907027418951716e-06,7849,
1,,2.990702796523692e-06,,5.303294528857805e-06,,7849,
,,,,,2.9907027418951716e-06,7899,
1,,2.990702796523692e-06,,6.608695912291296e-06,,7899,
,,,,,2.9907027418951716e-06,7949,
1,,2.990702796523692e-06,,6.164904789329739e-06,,7949,
,,,,,2.9907027418951716e-06,7999,
1,,2.990702796523692e-06,,5.871275334357051e-06,,7999,
,,,,,2.9907027418951716e-06,8049,
1,,2.990702796523692e-06,,6.249229045351967e-06,,8049,
,,,,,2.9907027418951716e-06,8099,
1,,2.990702796523692e-06,,5.350740138965193e-06,,8099,
,,,,,2.9907027418951716e-06,8149,
1,,2.990702796523692e-06,,6.319498879747698e-06,,8149,
,,,,,2.9907027418951716e-06,8199,
1,,2.990702796523692e-06,,5.40983501196024e-06,,8199,
,,,,,2.9907027418951716e-06,8249,
1,,2.990702796523692e-06,,6.078591923142085e-06,,8249,
,,,,,2.9907027418951716e-06,8299,
1,,2.990702796523692e-06,,6.348274837364443e-06,,8299,
,,,,,2.9907027418951716e-06,8349,
1,,2.990702796523692e-06,,6.491024578281213e-06,,8349,
,,,,,2.9907027418951716e-06,8399,
1,,2.990702796523692e-06,,5.388678800954949e-06,,8399,
,,,,,2.9907027418951716e-06,8449,
1,,2.990702796523692e-06,,7.056812592054484e-06,,8449,
,,,,,2.9907027418951716e-06,8499,
1,,2.990702796523692e-06,,6.367437435983447e-06,,8499,
,,,,,2.9907027418951716e-06,8549,
1,,2.990702796523692e-06,,5.728995802201098e-06,,8549,
,,,,,2.9907027418951716e-06,8599,
1,,2.990702796523692e-06,,5.340274128684541e-06,,8599,
,,,,,2.9907027418951716e-06,8649,
1,,2.990702796523692e-06,,5.411814527178649e-06,,8649,
,,,,,2.9907027418951716e-06,8699,
1,,2.990702796523692e-06,,6.895154911035206e-06,,8699,
,,,,,2.9907027418951716e-06,8749,
1,,2.990702796523692e-06,,6.00522662352887e-06,,8749,
,,,,,2.9907027418951716e-06,8799,
1,,2.990702796523692e-06,,5.368772235669894e-06,,8799,
,,,,,2.9907027418951716e-06,8849,
1,,2.990702796523692e-06,,4.465020538191311e-06,,8849,
,,,,,2.9907027418951716e-06,8899,
1,,2.990702796523692e-06,,6.610542641283246e-06,,8899,
,,,,,2.9907027418951716e-06,8949,
1,,2.990702796523692e-06,,6.056106030882802e-06,,8949,
,,,,,2.9907027418951716e-06,8999,
1,,2.990702796523692e-06,,6.020493856340181e-06,,8999,
,,,,,2.9907027418951716e-06,9049,
1,,2.990702796523692e-06,,5.878558567928849e-06,,9049,
,,,,,2.9907027418951716e-06,9099,
1,,2.990702796523692e-06,,6.567513082700316e-06,,9099,
,,,,,2.9907027418951716e-06,9149,
1,,2.990702796523692e-06,,6.652706360910088e-06,,9149,
,,,,,2.9907027418951716e-06,9199,
1,,2.990702796523692e-06,,5.8982777773053385e-06,,9199,
,,,,,2.9907027418951716e-06,9249,
1,,2.990702796523692e-06,,6.0596880757657345e-06,,9249,
,,,,,2.9907027418951716e-06,9299,
1,,2.990702796523692e-06,,7.367120815615635e-06,,9299,
,,,,,2.9907027418951716e-06,9349,
1,,2.990702796523692e-06,,5.063611752120778e-06,,9349,
,,,,,2.9907027418951716e-06,9399,
1,,2.990702796523692e-06,,5.991018497297773e-06,,9399,
,,,,,2.9907027418951716e-06,9449,
1,,2.990702796523692e-06,,5.459931344375946e-06,,9449,
,,,,,2.9907027418951716e-06,9499,
1,,2.990702796523692e-06,,5.750228865508689e-06,,9499,
,,,,,2.9907027418951716e-06,9549,
1,,2.990702796523692e-06,,6.592556928808335e-06,,9549,
,,,,,2.9907027418951716e-06,9599,
1,,2.990702796523692e-06,,5.1051765694865026e-06,,9599,
,,,,,2.9907027418951716e-06,9649,
1,,2.990702796523692e-06,,6.239343747438397e-06,,9649,
,,,,,2.9907027418951716e-06,9699,
1,,2.990702796523692e-06,,6.103708528826246e-06,,9699,
,,,,,2.9907027418951716e-06,9749,
1,,2.990702796523692e-06,,5.6624885473866016e-06,,9749,
,,,,,2.9907027418951716e-06,9799,
1,,2.990702796523692e-06,,6.8747021941817366e-06,,9799,
,,,,,2.9907027418951716e-06,9849,
1,,2.990702796523692e-06,,5.25283439856139e-06,,9849,
,,,,,2.9907027418951716e-06,9899,
1,,2.990702796523692e-06,,4.882295343122678e-06,,9899,
,,,,,2.9907027418951716e-06,9949,
1,,2.990702796523692e-06,,5.555094958253903e-06,,9949,
,,,,,2.9907027418951716e-06,9999,
1,,2.990702796523692e-06,,5.699243047274649e-06,,9999,
,,,,,2.9907027418951716e-06,10049,
1,,2.990702796523692e-06,,5.073664397059474e-06,,10049,
,,,,,2.9907027418951716e-06,10099,
1,,2.990702796523692e-06,,5.196263373363763e-06,,10099,
,,,,,2.9907027418951716e-06,10149,
1,,2.990702796523692e-06,,6.009627213643398e-06,,10149,
,,,,,2.9907027418951716e-06,10199,
1,,2.990702796523692e-06,,5.327785402187146e-06,,10199,
,,,,,2.9907027418951716e-06,10249,
1,,2.990702796523692e-06,,6.348480837914394e-06,,10249,
,,,,,2.9907027418951716e-06,10299,
1,,2.990702796523692e-06,,5.1914671530539636e-06,,10299,
,,,,,2.9907027418951716e-06,10349,
1,,2.990702796523692e-06,,6.292245871009072e-06,,10349,
,,,,,2.9907027418951716e-06,10399,
1,,2.990702796523692e-06,,5.1872498261218425e-06,,10399,
,,,,,2.9907027418951716e-06,10449,
1,,2.990702796523692e-06,,5.613000212179031e-06,,10449,
,,,,,2.9907027418951716e-06,10499,
1,,2.990702796523692e-06,,5.704164777853293e-06,,10499,
,,,,,2.9907027418951716e-06,10549,
1,,2.990702796523692e-06,,5.1975316637253854e-06,,10549,
,,,,,2.9907027418951716e-06,10599,
1,,2.990702796523692e-06,,6.683065748802619e-06,,10599,
,,,,,2.9907027418951716e-06,10649,
1,,2.990702796523692e-06,,6.031483280821703e-06,,10649,
,,,,,2.9907027418951716e-06,10699,
1,,2.990702796523692e-06,,6.554134415637236e-06,,10699,
,,,,,2.9907027418951716e-06,10749,
1,,2.990702796523692e-06,,5.629129191220272e-06,,10749,
,,,,,2.9907027418951716e-06,10799,
1,,2.990702796523692e-06,,7.1129929892777e-06,,10799,
,,,,,2.9907027418951716e-06,10849,
1,,2.990702796523692e-06,,5.851682544744108e-06,,10849,
,,,,,2.9907027418951716e-06,10899,
1,,2.990702796523692e-06,,6.7140408646082506e-06,,10899,
,,,,,2.9907027418951716e-06,10949,
1,,2.990702796523692e-06,,4.985867235518526e-06,,10949,
,,,,,2.9907027418951716e-06,10999,
1,,2.990702796523692e-06,,6.897257662785705e-06,,10999,
,,,,,2.9907027418951716e-06,11049,
1,,2.990702796523692e-06,,4.6997306526463944e-06,,11049,
,,,,,2.9907027418951716e-06,11099,
1,,2.990702796523692e-06,,6.386130280588986e-06,,11099,
,,,,,2.9907027418951716e-06,11149,
1,,2.990702796523692e-06,,5.122296897752676e-06,,11149,
,,,,,2.9907027418951716e-06,11199,
1,,2.990702796523692e-06,,4.131562036491232e-06,,11199,
,,,,,2.9907027418951716e-06,11249,
1,,2.990702796523692e-06,,7.267252385645406e-06,,11249,
,,,,,2.9907027418951716e-06,11299,
1,,2.990702796523692e-06,,6.601251698157284e-06,,11299,
,,,,,2.9907027418951716e-06,11349,
1,,2.990702796523692e-06,,6.312396635621553e-06,,11349,
1,,,,,,11359,0.015421826392412186
1,2.9906650524935685e-06,,5.86150235903915e-06,,,11359,
,,,,,2.917077353580624e-06,11399,
2,,2.91707738142577e-06,,6.2783747125649825e-06,,11399,
,,,,,2.917077353580624e-06,11449,
2,,2.91707738142577e-06,,5.857802989339689e-06,,11449,
,,,,,2.917077353580624e-06,11499,
2,,2.91707738142577e-06,,5.31056093677762e-06,,11499,
,,,,,2.917077353580624e-06,11549,
2,,2.91707738142577e-06,,7.2610637289471924e-06,,11549,
,,,,,2.917077353580624e-06,11599,
2,,2.91707738142577e-06,,4.937305220664712e-06,,11599,
,,,,,2.917077353580624e-06,11649,
2,,2.91707738142577e-06,,5.946908459009137e-06,,11649,
,,,,,2.917077353580624e-06,11699,
2,,2.91707738142577e-06,,4.773558430315461e-06,,11699,
,,,,,2.917077353580624e-06,11749,
2,,2.91707738142577e-06,,5.929798589932034e-06,,11749,
,,,,,2.917077353580624e-06,11799,
2,,2.91707738142577e-06,,6.423661488952348e-06,,11799,
,,,,,2.917077353580624e-06,11849,
2,,2.91707738142577e-06,,6.187682629388291e-06,,11849,
,,,,,2.917077353580624e-06,11899,
2,,2.91707738142577e-06,,7.021723376965383e-06,,11899,
,,,,,2.917077353580624e-06,11949,
2,,2.91707738142577e-06,,6.234840384422569e-06,,11949,
,,,,,2.917077353580624e-06,11999,
2,,2.91707738142577e-06,,6.340357231238158e-06,,11999,
,,,,,2.917077353580624e-06,12049,
2,,2.91707738142577e-06,,5.224606411502464e-06,,12049,
,,,,,2.917077353580624e-06,12099,
2,,2.91707738142577e-06,,3.93041773349978e-06,,12099,
,,,,,2.917077353580624e-06,12149,
2,,2.91707738142577e-06,,6.620358817599481e-06,,12149,
,,,,,2.917077353580624e-06,12199,
2,,2.91707738142577e-06,,7.973649189807475e-06,,12199,
,,,,,2.917077353580624e-06,12249,
2,,2.91707738142577e-06,,7.286610070877941e-06,,12249,
,,,,,2.917077353580624e-06,12299,
2,,2.91707738142577e-06,,6.29104943072889e-06,,12299,
,,,,,2.917077353580624e-06,12349,
2,,2.91707738142577e-06,,5.846887688676361e-06,,12349,
,,,,,2.917077353580624e-06,12399,
2,,2.91707738142577e-06,,7.46437581256032e-06,,12399,
,,,,,2.917077353580624e-06,12449,
2,,2.91707738142577e-06,,5.7648248912300915e-06,,12449,
,,,,,2.917077353580624e-06,12499,
2,,2.91707738142577e-06,,6.207033038663212e-06,,12499,
,,,,,2.917077353580624e-06,12549,
2,,2.91707738142577e-06,,4.188942511973437e-06,,12549,
,,,,,2.917077353580624e-06,12599,
2,,2.91707738142577e-06,,5.816799330204958e-06,,12599,
,,,,,2.917077353580624e-06,12649,
2,,2.91707738142577e-06,,4.827189059142256e-06,,12649,
,,,,,2.917077353580624e-06,12699,
2,,2.91707738142577e-06,,5.87348586122971e-06,,12699,
,,,,,2.917077353580624e-06,12749,
2,,2.91707738142577e-06,,5.342121767171193e-06,,12749,
,,,,,2.917077353580624e-06,12799,
2,,2.91707738142577e-06,,7.51825018596719e-06,,12799,
,,,,,2.917077353580624e-06,12849,
2,,2.91707738142577e-06,,5.859912562300451e-06,,12849,
,,,,,2.917077353580624e-06,12899,
2,,2.91707738142577e-06,,5.616897851723479e-06,,12899,
,,,,,2.917077353580624e-06,12949,
2,,2.91707738142577e-06,,6.579427463293541e-06,,12949,
,,,,,2.917077353580624e-06,12999,
2,,2.91707738142577e-06,,5.027571205573622e-06,,12999,
,,,,,2.917077353580624e-06,13049,
2,,2.91707738142577e-06,,5.789182068838272e-06,,13049,
,,,,,2.917077353580624e-06,13099,
2,,2.91707738142577e-06,,6.781996944482671e-06,,13099,
,,,,,2.917077353580624e-06,13149,
2,,2.91707738142577e-06,,6.381895673257532e-06,,13149,
,,,,,2.917077353580624e-06,13199,
2,,2.91707738142577e-06,,6.6759907895175274e-06,,13199,
,,,,,2.917077353580624e-06,13249,
2,,2.91707738142577e-06,,5.719348791899392e-06,,13249,
,,,,,2.917077353580624e-06,13299,
2,,2.91707738142577e-06,,5.285128736431943e-06,,13299,
,,,,,2.917077353580624e-06,13349,
2,,2.91707738142577e-06,,6.522518106066855e-06,,13349,
,,,,,2.917077353580624e-06,13399,
2,,2.91707738142577e-06,,5.127831627760315e-06,,13399,
,,,,,2.917077353580624e-06,13449,
2,,2.91707738142577e-06,,7.145600193325663e-06,,13449,
,,,,,2.917077353580624e-06,13499,
2,,2.91707738142577e-06,,4.9300642785965465e-06,,13499,
,,,,,2.917077353580624e-06,13549,
2,,2.91707738142577e-06,,6.684780146315461e-06,,13549,
,,,,,2.917077353580624e-06,13599,
2,,2.91707738142577e-06,,5.001810677640606e-06,,13599,
,,,,,2.917077353580624e-06,13649,
2,,2.91707738142577e-06,,4.9657187446428e-06,,13649,
,,,,,2.917077353580624e-06,13699,
2,,2.91707738142577e-06,,6.718291388096986e-06,,13699,
,,,,,2.917077353580624e-06,13749,
2,,2.91707738142577e-06,,5.653095740854042e-06,,13749,
,,,,,2.917077353580624e-06,13799,
2,,2.91707738142577e-06,,5.656916073348839e-06,,13799,
,,,,,2.917077353580624e-06,13849,
2,,2.91707738142577e-06,,5.841123766003875e-06,,13849,
