epoch,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,lr-AdamW,step,val_loss
,,,,,2.9945774447807376e-05,49,
0,,2.9945775168016553e-05,,0.02342255786061287,,49,
,,,,,2.9945774447807376e-05,99,
0,,2.9945775168016553e-05,,0.02246420457959175,,99,
,,,,,2.9945774447807376e-05,149,
0,,2.9945775168016553e-05,,0.022753680124878883,,149,
,,,,,2.9945774447807376e-05,199,
0,,2.9945775168016553e-05,,0.01779104396700859,,199,
,,,,,2.9945774447807376e-05,249,
0,,2.9945775168016553e-05,,0.015479381196200848,,249,
,,,,,2.9945774447807376e-05,299,
0,,2.9945775168016553e-05,,0.02051384001970291,,299,
,,,,,2.9945774447807376e-05,349,
0,,2.9945775168016553e-05,,0.016399407759308815,,349,
,,,,,2.9945774447807376e-05,399,
0,,2.9945775168016553e-05,,0.0228717178106308,,399,
,,,,,2.9945774447807376e-05,449,
0,,2.9945775168016553e-05,,0.023845244199037552,,449,
,,,,,2.9945774447807376e-05,499,
0,,2.9945775168016553e-05,,0.02279639057815075,,499,
,,,,,2.9945774447807376e-05,549,
0,,2.9945775168016553e-05,,0.020345645025372505,,549,
,,,,,2.9945774447807376e-05,599,
0,,2.9945775168016553e-05,,0.017844796180725098,,599,
,,,,,2.9945774447807376e-05,649,
0,,2.9945775168016553e-05,,0.018250538036227226,,649,
,,,,,2.9945774447807376e-05,699,
0,,2.9945775168016553e-05,,0.01862330175936222,,699,
,,,,,2.9945774447807376e-05,749,
0,,2.9945775168016553e-05,,0.01851918175816536,,749,
,,,,,2.9945774447807376e-05,799,
0,,2.9945775168016553e-05,,0.02269934117794037,,799,
,,,,,2.9945774447807376e-05,849,
0,,2.9945775168016553e-05,,0.020527953281998634,,849,
,,,,,2.9945774447807376e-05,899,
0,,2.9945775168016553e-05,,0.02353871427476406,,899,
,,,,,2.9945774447807376e-05,949,
0,,2.9945775168016553e-05,,0.02281217835843563,,949,
,,,,,2.9945774447807376e-05,999,
